gene_id	gene_symbol	gnomad_score	expression_score	tau_restricted_panel_specificity	tau_specificity	annotation_score	localization_score	compartment_cilia	compartment_centrosome	compartment_basal_body	compartment_transition_zone	compartment_stereocilia	in_cilia_compendium	in_centrosome_compendium	animal_model_score	literature_score	evidence_count	available_weight	weighted_sum	composite_score	quality_flag	gnomad_contribution	expression_contribution	annotation_contribution	localization_contribution	animal_model_contribution	literature_contribution	has_direct_localization_signal	has_cilia_signal	has_cilia_signal_semantics_version	confidence_tier	cellxgene_photoreceptor_expr	cellxgene_hair_cell_expr	hpa_retina_tpm	compartment_cilia_right	compartment_centrosome_right	compartment_basal_body_right	compartment_transition_zone_right	compartment_stereocilia_right	in_cilia_proteomics	in_centrosome_proteomics	cochlear_hair_cell_expression	hair_cell_sample_count	hair_cell_developmental_consistency	photoreceptor_q75	hair_cell_q75	retina_hair_concordant_q75	retina_concordant_q75	direct_protein	expression_or_protein	expression_and_protein
ENSG00000152661	GJA1	0.7534456355283307	0.7524536363431716	0.4700954203925378	0.4700954203925378	0.8867358283882085	0.5	false	false	false	false	false	false	false	0.4252815104094472	0.9877000052118622	6	1.0	0.7211374559757282	0.7211374559757282	sufficient_evidence	0.15068912710566615	0.15049072726863433	0.13301037425823128	0.075	0.06379222656141709	0.14815500078177932	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.0015372680500149727			false	false	false	false	false	false	false	-0.3505891937728405	2	0.9211610949740858	false	false	false		false	false	false
ENSG00000137822	TUBGCP4	0.6641143440530883	0.6911046593191837	0.5250168874410137	0.5250168874410137	0.7861515090389664	1.0	false	true	false	false	false	false	true	0.31358151944049056	0.8977432636681086	6	1.0	0.7206652444965892	0.7206652444965892	sufficient_evidence	0.13282286881061767	0.13822093186383674	0.11792272635584494	0.15	0.047037227916073586	0.13466148955021628	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.15954303741455078			false	true	false	false	false	false	true	0.3372909429482735	2	0.9354615807994346	false	false	false		true	true	false
ENSG00000137693	YAP1	0.9280245022970903	0.4685953671593702	0.8393194478928798	0.8393194478928798	0.880456795994595	0.5	false	false	false	false	false	false	false	0.5634587775761977	0.9953093240214729	6	1.0	0.7202077085301319	0.7202077085301319	sufficient_evidence	0.18560490045941808	0.09371907343187405	0.13206851939918926	0.075	0.08451881663642964	0.14929639860322091	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.01764707826077938			false	false	false	false	false	false	false	-0.49524453412955494	2	0.9611625997154828	false	false	false		false	false	false
ENSG00000068796	KIF2A	0.7340479836651352	0.7412646541000489	0.6926348908954469	0.6926348908954469	0.8265553280275233	1.0	false	true	false	false	false	false	false	0.0	0.9960911033512274	6	1.0	0.7184594922598494	0.7184594922598494	sufficient_evidence	0.14680959673302704	0.1482529308200098	0.12398329920412848	0.15	0.0	0.14941366550268412	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	1.25785231590271			false	true	false	false	false	false	false	-0.05104140780000778	2	0.8989902572487367	true	false	false		true	true	true
ENSG00000150275	PCDH15	0.6018376722817764	0.7964726998037737	0.6436322795249841	0.6436322795249841	0.792355727029477		false	false	false	false	false	false	false	0.4467999638758269	0.9648720487830302	5	0.85	0.6102662353703601	0.7179602769063059	sufficient_evidence	0.12036753445635529	0.15929453996075474	0.11885335905442154		0.06701999458137403	0.14473080731745452	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	12.795926094055176			false	false	false	false	false	false	false	3.9856342088327397	2	0.8687028910002088	true	true	true		false	true	false
ENSG00000094631	HDAC6		0.5582534597281004	0.15261752518873523	0.15261752518873523	0.9265270600742095	1.0	false	true	false	false	false	false	false	0.15902543065647515	0.9960389847292438	5	0.8	0.5738894132646093	0.7173617665807616	sufficient_evidence		0.11165069194562008	0.13897905901113142	0.15	0.02385381459847127	0.14940584770938656	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.1156725212931633			false	true	false	false	false	false	false	0.1672925197439305	2	0.9135423872284592	false	false	false		true	true	false
ENSG00000155657	TTN	0.7958141909137314	0.5386036550687325	0.7102115366096362	0.7102115366096362	0.8782586504992915		false	false	false	false	false	false	false	0.42754186862697013	0.9783707718767916	5	0.85	0.6095092628469507	0.7170697209964126	sufficient_evidence	0.1591628381827463	0.10772073101374652	0.13173879757489373		0.06413128029404552	0.14675561578151872	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.22084811329841614			false	false	false	false	false	false	false	-0.0599912979972075	2	0.8369552894939762	false	false	false		false	false	false
ENSG00000127481	UBR4	0.8963757018887186	0.59206635280597	0.5144166603147273	0.5144166603147273	0.8361058377890631	1.0	false	true	false	false	false	false	false	0.0	0.9585135769010268	6	1.0	0.7168813231424511	0.7168813231424511	sufficient_evidence	0.17927514037774372	0.118413270561194	0.12541587566835946	0.15	0.0	0.143777036535154	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.38060125708580017			false	true	false	false	false	false	false	0.5826223066162695	2	0.4743063303257865	false	true	false		true	true	false
ENSG00000100997	ABHD12	0.633486472690148	0.7956114113291937	0.5824088611421995	0.5824088611421995	0.8111286734140148		false	false	false	false	false	false	false	0.371059338198442	0.9709699275551155	5	0.85	0.6087932676790042	0.716227373740005	sufficient_evidence	0.1266972945380296	0.15912228226583874	0.12166930101210222		0.0556589007297663	0.1456454891332673	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.16606244444847107			false	false	false	false	false	false	false	0.484961650905941	2	0.8131303874641441	false	true	false		false	false	false
ENSG00000171316	CHD7	0.9892802450229708	0.9503639038840982	0.9028892821764738	0.9028892821764738	0.6583265132048282	0.0	false	false	false	false	false	false	false	0.6169818206080413	0.9122843592015427	6	1.0	0.7160677337335757	0.7160677337335757	sufficient_evidence	0.1978560490045942	0.19007278077681966	0.09874897698072423	0.0	0.0925472730912062	0.1368426538802314	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	1.7024344205856323			false	false	false	false	false	false	false	1.0951007170613425	2	0.7005752086487174	true	true	true		false	true	false
ENSG00000141646	SMAD4	0.9321082184788156	0.5355548314058676	0.2801265696444946	0.2801265696444946	0.9344531737495207	1.0	false	true	false	false	false	false	false	0.08662208639569348	0.7922030541512483	6	1.0	0.715524357121406	0.715524357121406	sufficient_evidence	0.18642164369576314	0.10711096628117352	0.14016797606242812	0.15	0.012993312959354021	0.11883045812268724	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.355906218290329			false	true	false	false	false	false	false	-0.006828641318672252	2	0.8365208226188545	false	false	false		true	true	false
ENSG00000066468	FGFR2	0.9254721796835119	0.7857835201683634	0.6659257397071084	0.6659257397071084	0.936753231684798	0.5	false	false	false	false	false	false	false	0.31358151944049056	0.7373221452024808	6	1.0	0.7153996744195403	0.7153996744195403	sufficient_evidence	0.18509443593670238	0.15715670403367268	0.1405129847527197	0.075	0.047037227916073586	0.11059832178037213	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.0032673596870154142			false	false	false	false	false	false	false	-0.6135492209144571	2	0.941895797921692	false	false	false		false	false	false
ENSG00000129084	PSMA1	0.8499234303215926	0.6007202342036434	0.36920305365296796	0.36920305365296796	0.8569147404823327	1.0	false	true	false	false	false	false	false	0.0	0.9668525564184083	6	1.0	0.7136938274401583	0.7136938274401583	sufficient_evidence	0.16998468606431852	0.12014404684072869	0.12853721107234992	0.15	0.0	0.14502788346276124	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.16372157633304596			false	true	false	false	false	false	false	0.05269792506702849	2	0.5659752244992817	false	false	false		true	true	false
ENSG00000007372	PAX6	0.9234303215926493	0.9364230278280481	0.9872609906693339	0.9872609906693339	0.8867358283882085	0.0	false	false	false	false	false	false	false	0.4004402789546017	0.9865533955282223	6	1.0	0.7130300953147943	0.7130300953147943	sufficient_evidence	0.18468606431852985	0.18728460556560964	0.13301037425823128	0.0	0.060066041843190254	0.14798300932923333	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.06613544374704361			false	false	false	false	false	false	false	-0.0362437591795298	1	1.0	false	false	false		false	false	false
ENSG00000142676	RPL11	0.850944359367024	0.7157913992610394	0.7097580194701565	0.7097580194701565	0.8525362273901622		false	false	false	false	false	false	false	0.13439207976021025	0.9645072184291448	5	0.85	0.6060624805625403	0.7130146830147533	sufficient_evidence	0.1701888718734048	0.1431582798522079	0.12788043410852432		0.020158811964031537	0.14467608276437172	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.8713868260383606			false	false	false	false	false	false	false	-0.891663233031618	2	0.9049583071067212	true	false	false		false	true	false
ENSG00000107736	CDH23	0.697294538029607	0.6474661629354899	0.5122474196155669	0.5122474196155669	0.8061660593528388		false	false	false	false	false	false	false	0.4467999638758269	0.9921822067024548	5	0.85	0.6057243746826875	0.712616911391397	sufficient_evidence	0.1394589076059214	0.12949323258709797	0.12092490890292582		0.06701999458137403	0.1488273310053682	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.01911800727248192			false	false	false	false	false	false	false	2.240179850701645	2	0.676840014920602	false	true	false		false	false	false
ENSG00000100804	PSMB5	0.8984175599795814	0.585677205697112	0.18536247813823176	0.18536247813823176	0.847925120325022	1.0	false	true	false	false	false	false	false	0.0	0.9162974930942827	6	1.0	0.7114523451482343	0.7114523451482343	sufficient_evidence	0.17968351199591628	0.11713544113942241	0.1271887680487533	0.15	0.0	0.1374446239641424	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.13267084956169128			false	true	false	false	false	false	false	0.4345304668593081	2	0.5011421531801743	false	false	false		true	true	false
ENSG00000018625	ATP1A2	0.7146503318019397	0.967821377507376	0.9509928921139771	0.9509928921139771	0.9185070135655133		false	false	false	false	false	false	false	0.13439207976021025	0.7280189711784021	5	0.85	0.603632051537482	0.7101553547499788	sufficient_evidence	0.14293006636038794	0.1935642755014752	0.13777605203482698		0.020158811964031537	0.10920284567676031	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.008103907108306885			false	false	false	false	false	false	false	-0.6712991446287455	2	0.9845586463794693	false	false	false		false	false	false
ENSG00000014641	MDH1	0.6804492087799897	0.8424030632844925	0.6461109695502611	0.6461109695502611	0.7981460128441429	1.0	false	true	false	false	false	false	false	0.0	0.9034763120863084	6	1.0	0.7098138031524641	0.7098138031524641	sufficient_evidence	0.13608984175599795	0.1684806126568985	0.11972190192662142	0.15	0.0	0.13552144681294626	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.3662269115447998			false	true	false	false	false	false	false	0.3485216179569019	2	0.41294213359023857	false	false	false		true	true	false
ENSG00000080493	SLC4A4	0.8626850433894844	0.9137921964349499	0.9655035781940644	0.9655035781940644	0.844709118981817		false	false	false	false	false	false	false	0.22339998193791344	0.5817480585813312	5	0.85	0.6027740218900461	0.7091459081059367	sufficient_evidence	0.1725370086778969	0.18275843928698998	0.12670636784727254		0.033509997290687016	0.08726220878719967	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.019200826063752174			false	false	false	false	false	false	false	-0.0470029116068548	2	0.8714408538639759	false	false	false		false	false	false
ENSG00000198707	CEP290	0.46911689637570186	0.4714714306434661	0.1415135722396033	0.1415135722396033	0.8324107222887565	1.0	false	true	false	false	false	true	false	0.6367390650354422	0.9998436441340491	6	1.0	0.7084666801225709	0.7084666801225709	sufficient_evidence	0.09382337927514038	0.09429428612869323	0.12486160834331346	0.15	0.09551085975531633	0.14997654662010737	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.8802698254585266			false	true	false	false	false	true	false	0.1979721900135131	2	0.7622278085146694	true	false	false		true	true	true
