gene_id	gene_symbol	gnomad_score	expression_score	tau_restricted_panel_specificity	tau_specificity	annotation_score	localization_score	compartment_cilia	compartment_centrosome	compartment_basal_body	compartment_transition_zone	compartment_stereocilia	in_cilia_compendium	in_centrosome_compendium	animal_model_score	literature_score	evidence_count	available_weight	weighted_sum	composite_score	quality_flag	gnomad_contribution	expression_contribution	annotation_contribution	localization_contribution	animal_model_contribution	literature_contribution	has_direct_localization_signal	has_cilia_signal	has_cilia_signal_semantics_version	confidence_tier	cellxgene_photoreceptor_expr	cellxgene_hair_cell_expr	hpa_retina_tpm	compartment_cilia_right	compartment_centrosome_right	compartment_basal_body_right	compartment_transition_zone_right	compartment_stereocilia_right	in_cilia_proteomics	in_centrosome_proteomics	cochlear_hair_cell_expression	hair_cell_sample_count	hair_cell_developmental_consistency	photoreceptor_q75	hair_cell_q75	retina_hair_concordant_q75	retina_concordant_q75	direct_protein	expression_or_protein	expression_and_protein
ENSG00000139988	RDH12	0.5798876978050026	0.9111388184038087	0.8252170426896704	0.8252170426896704	0.7722302219280712		false	false	false	false	false	false	false	0.2887402879856449	0.9637514984103821	5	0.85	0.601913604490377	0.7081336523416201	sufficient_evidence	0.11597753956100053	0.18222776368076177	0.11583453328921067		0.04331104319784673	0.14456272476155732	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.8942564129829407			false	false	false	false	false	false	false	1.4763477697347152	2	0.6774011304643489	true	true	true		false	true	false
ENSG00000095637	SORBS1	0.7401735579377232	0.7645404876892501	0.646985191933028	0.646985191933028	0.8245123606064666	1.0	false	true	false	false	false	false	false	0.0	0.8890133944858498	6	1.0	0.7079716723892422	0.7079716723892422	sufficient_evidence	0.14803471158754464	0.15290809753785004	0.12367685409096998	0.15	0.0	0.13335200917287746	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.07159409672021866			false	true	false	false	false	false	false	0.5633472047636505	2	0.7653505430272758	false	true	false		true	true	false
ENSG00000070831	CDC42	0.7835630423685552	0.6537107870399657	0.4546797143062809	0.4546797143062809	0.9104417825075652	0.5	false	false	false	false	false	false	false	0.39786776156671655	0.9838953458070568	6	1.0	0.706285499363905	0.706285499363905	sufficient_evidence	0.15671260847371105	0.13074215740799314	0.13656626737613478	0.075	0.05968016423500748	0.14758430187105853	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.31993627548217773			false	false	false	false	false	false	false	0.3719375353166415	2	0.9211034361643156	false	false	false		false	false	false
ENSG00000065243	PKN2	0.8050025523226135	0.5642541520348642	0.36683809583769444	0.36683809583769444	0.8540204021539028	1.0	false	true	false	false	false	false	false	0.05311208910500646	0.9713868765309845	6	1.0	0.7056292460399796	0.7056292460399796	sufficient_evidence	0.1610005104645227	0.11285083040697284	0.1281030603230854	0.15	0.007966813365750969	0.14570803147964767	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	1.2489323616027832			false	true	false	false	false	false	false	0.02411217925766075	2	0.8073557691384924	true	false	false		true	true	true
ENSG00000125378	BMP4	0.8882082695252679	0.5198859761901363	0.7177578076512103	0.7177578076512103	0.9555576981674958		false	false	false	false	false	false	false	0.3540805940333764	0.8103924532235368	5	0.85	0.5996234609567422	0.7054393658314615	sufficient_evidence	0.1776416539050536	0.10397719523802727	0.14333365472512435		0.053112089105006456	0.12155886798353052	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.006695721764117479			false	false	false	false	false	false	false	-0.12380002603016846	2	0.9135132127885179	false	false	false		false	false	false
ENSG00000077782	FGFR1	0.9167942827973455	0.6733051902759035	0.3744262509610194	0.3744262509610194	0.8897128780779748		false	false	false	false	false	false	false	0.2516165366732049	0.7351852817011518	5	0.85	0.5994970990824996	0.7052907048029408	sufficient_evidence	0.18335885655946912	0.1346610380551807	0.13345693171169623		0.03774248050098073	0.11027779225517277	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.01497434452176094			false	false	false	false	false	false	false	-0.4242856211235725	2	0.981709391460627	false	false	false		false	false	false
ENSG00000148204	CRB2	0.44104134762634	0.8648752261164612	0.832812585914318	0.832812585914318	0.844709118981817		false	false	false	false	false	false	false	0.5729408666699758	0.8300932923333507	5	0.85	0.5983448064463317	0.7039350664074491	sufficient_evidence	0.088208269525268	0.17297504522329224	0.12670636784727254		0.08594113000049637	0.1245139938500026	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.26207268238067627			false	false	false	false	false	false	false	1.55559391950629	2	0.9381062767990787	false	true	false		false	false	false
ENSG00000143702	CEP170	0.9035222052067381	0.7338170153223137	0.47696539734170823	0.47696539734170823	0.5081903257731679	1.0	false	true	false	false	false	false	true	0.0	0.9951008495335384	6	1.0	0.7029615204018164	0.7029615204018164	sufficient_evidence	0.18070444104134764	0.14676340306446276	0.07622854886597519	0.15	0.0	0.14926512743003076	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.2792271673679352			false	true	false	false	false	false	true	-0.2647971828077925	2	0.7744714686281656	false	false	false		true	true	false
ENSG00000104888	SLC17A7	0.8284839203675344	0.990287122499111	0.9893326948896337	0.9893326948896337	0.8688633188119985		false	false	false	false	false	false	false	0.1770402970166882	0.5116485120133424	5	0.85	0.5973870277496335	0.7028082679407452	sufficient_evidence	0.16569678407350688	0.19805742449982222	0.13032949782179978		0.026556044552503228	0.07674727680200136	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.7231037020683289			false	false	false	false	false	false	false	-0.0446871310570638	1	1.0	false	false	false		false	false	false
ENSG00000129244	ATP1B2	0.751403777437468	0.9795552320602859	0.9618757218258551	0.9618757218258551	0.8760034039763271		false	false	false	false	false	false	false	0.31358151944049056	0.4837650492520978	5	0.85	0.5971942977998881	0.7025815268233978	sufficient_evidence	0.15028075548749362	0.1959110464120572	0.13140051059644905		0.047037227916073586	0.07256475738781466	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.7055623531341553			false	false	false	false	false	false	false	-0.339270172318555	2	0.5980732497437342	false	false	false		false	false	false
ENSG00000159399	HK2	0.7279224093925473	0.8155196199503454	0.9347434471921883	0.9347434471921883	0.8569147404823327	1.0	false	true	false	false	false	false	false	0.0	0.7609839995830511	6	1.0	0.7013732168783862	0.7013732168783862	sufficient_evidence	0.14558448187850945	0.1631039239900691	0.12853721107234992	0.15	0.0	0.11414759993745766	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.6160387396812439			false	true	false	false	false	false	false	-0.109172753614514	2	0.988873201595975	false	false	false		true	true	false
ENSG00000148498	PARD3	0.7304747320061256	0.6798366447550915	0.7379981070886745	0.7379981070886745	0.8430553145136546	0.5	false	false	false	false	false	false	false	0.45202629088567425	0.9981237296085892	6	1.0	0.7010430756034312	0.7010430756034312	sufficient_evidence	0.1460949464012251	0.13596732895101832	0.12645829717704818	0.075	0.06780394363285114	0.14971855944128837	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	2.0600831508636475			false	false	false	false	false	false	false	0.3689634528103505	2	0.8833286567712106	true	false	false		false	true	false
ENSG00000204248	COL11A2	0.7713118938233793	0.7839924140879019	0.6466960474204784	0.6466960474204784	0.8035741621194901		false	false	false	false	false	false	false	0.1770402970166882	0.9149684682336999	5	0.85	0.5953983006877379	0.7004685890443976	sufficient_evidence	0.15426237876467586	0.15679848281758038	0.1205361243179235		0.026556044552503228	0.13724527023505498	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	0.003735558595508337			false	false	false	false	false	false	false	-0.6754301104215725	2	0.8684381277394506	false	false	false		false	false	false
