gene_symbol	GSM4037819_hair_cell_mean	GSM4037820_hair_cell_mean	cochlear_hair_cell_expression	hair_cell_sample_count	hair_cell_developmental_consistency
RP3-395M20.12	0.208250066719466	0.154452938938297	0.18135150282888152	2	0.9544613710209487
RP3-395M20.8	-0.29727208911105	-0.0576629377861239	-0.17746751344858697	2	0.7965046605632841
TNFRSF14	-0.208220781209602	0.000825477162675896	-0.10369765202346305	2	0.8105946334224567
RP3-395M20.9		-0.0234097782841952	-0.0234097782841952	1	1.0
FAM213B	-0.225469867636069	-0.315799911462117	-0.270634889549093	2	0.9289095202965005
MMEL1	0.552511259980954	0.771932009568841	0.6622216347748975	2	0.8679954916977112
RP13-436F16.1	0.151688336559962	0.187569456763088	0.169628896661525	2	0.9693226455796864
TTC34	2.76418651262446	1.55589650341144	2.16004150801795	2	0.6176347664588473
LINC00982	-0.309411047751528	-0.11258959198074	-0.211000319866134	2	0.8374720034817621
PRDM16	-0.392325694053899	-0.103040064087834	-0.2476828790708665	2	0.7681417010534822
ARHGEF16	-0.0551290336292418	0.422759535251199	0.1838152508109786	2	0.5963149076234144
MEGF6	-0.095070591804213	-0.191564842222981	-0.143317717013597	2	0.9156015436629323
RP11-46F15.2		-0.0220824400726554	-0.0220824400726554	1	1.0
TPRG1L	0.168420271412844	0.0788415866629583	0.12363092903790115	2	0.9202774839719065
WRAP73	0.281638543125705	-0.136751193962701	0.07244367458150201	2	0.6098725303669924
TP73	0.531270846578753	1.01564418468394	0.7734575156313465	2	0.7268762663690023
TP73-AS1	-0.0670887570340314	-0.117703132749806	-0.0923959448919187	2	0.9536666389577432
SMIM1	-0.121501161399098	0.318644102949095	0.0985714707749985	2	0.599347629119034
LRRC47	0.328449732296287	0.0931109444469449	0.21078033837161594	2	0.8056304844148277
RP1-286D6.5		-0.0342144884452018	-0.0342144884452018	1	1.0
CEP104	0.349560468809531	0.355434162095772	0.3524973154526515	2	0.9956571497635283
DFFB	0.386828996459065	0.0608593084311996	0.22384415244513228	2	0.7336509821315019
C1orf174	-0.331793604847248	-0.288650290591974	-0.310221947719611	2	0.9670717512171405
LINC01134	0.389464198009774	0.180546929387071	0.2850055636984225	2	0.8374191719283998
AJAP1	0.249775833401767	-0.0388918147201113	0.10544200934082786	2	0.7388667648934293
NPHP4	0.374725077052798	-0.111135579129434	0.131794748961682	2	0.5707166368920118
KCNAB2	1.8967953227543	1.42787338504771	1.662334353901005	2	0.8238681264734842
CHD5	0.597948411178508	0.777619295878602	0.687783853528555	2	0.8935462711504994
RPL22	-0.866933060027043	-0.707052771848619	-0.786992915937831	2	0.9105311012973338
RP1-120G22.11	-0.0932589650219947	-0.0197567743476933	-0.056507869684843996	2	0.9304291119987331
RNF207	-0.280242254762805	-0.176869209193327	-0.228555731978066	2	0.9158580739328449
ICMT	-0.114973441565963	0.100331785120619	-0.007320828222672	2	0.7862595305743167
GPR153	0.0789451199254372	-0.161429724087621	-0.0412423020810919	2	0.7691461021775334
ACOT7	1.22173101789093	0.888589227546724	1.055160122718827	2	0.8378998372625663
RP1-202O8.3	0.00181936297705888	0.125965717510745	0.06389254024390194	2	0.8833093100688298
HES2	0.342731332382912	-0.0407403792790657	0.15099547655192314	2	0.6668347361270637
ESPN	3.96578071614476	8.20518158678136	6.08548115146306	2	0.40167777176836916
TNFRSF25	0.462927896826156	0.231467924812405	0.3471979108192805	2	0.8281915595660391
PLEKHG5	0.769902214923839	0.467568827063181	0.61873552099351	2	0.8132286689581638
NOL9	-0.171569522163397	0.0740689240227204	-0.048750299070338295	2	0.7657798558876571
TAS1R1	-0.0159719019150696	0.0407151408728552	0.0123716194788928	2	0.9440056974166228
ZBTB48	0.11435481588767	0.0697717388376833	0.09206327736267665	2	0.9591753720007374
KLHL21	-0.0730483735793376	-0.13914853608508	-0.1060984548322088	2	0.9402402541862609
PHF13	-0.152935094733671	-0.166740127890608	-0.1598376113121395	2	0.9880974431055748
THAP3	0.142383733733569	0.212062182838267	0.177222958285918	2	0.9408111703783347
DNAJC11	0.727236228099942	0.431389825886061	0.5793130269930016	2	0.8126739935925369
RP11-242F24.1		-0.0236988220385977	-0.0236988220385977	1	1.0
RP11-312B8.1	-0.0490322053759816	-0.0159688241096858	-0.032500514742833705	2	0.9679773706703372
CAMTA1	0.706995408589295	0.794025292628661	0.750510350608978	2	0.9502831365669506
RP11-338N10.1		-0.0199510116157026	-0.0199510116157026	1	1.0
RP11-338N10.2		0.194051412354468	0.194051412354468	1	1.0
RP11-338N10.3	-0.0660538454539708	-0.0143373530812586	-0.0401955992676147	2	0.9502819542698268
VAMP3	-0.496652323211028	-0.393735711272247	-0.4451940172416375	2	0.9287869928113789
PER3	-0.193627091781013	-0.116004990472553	-0.154816041126783	2	0.9327840118736814
RP3-467L1.4	0.201840474930328	-0.0282912040284324	0.0867746354509478	2	0.7882434209892383
TNFRSF9	-0.104385600688483	-0.025418727071096	-0.0649021638797895	2	0.9258458886686034
PARK7	0.28109092507133	0.206038784325758	0.243564854698544	2	0.9396475861616678
ERRFI1	0.230793795647443	0.000246784223828056	0.11552028993563554	2	0.7933278188629654
RP11-431K24.1	0.238091483488801	0.153229371734428	0.1956604276116145	2	0.9290249055713177
SLC45A1	0.803551543728444	0.168941941689993	0.48624674270921847	2	0.5730119476113051
RERE	0.581465386816838	0.315823869608722	0.44864462821278	2	0.8166275482373873
RP5-1115A15.1		-0.0256931301462439	-0.0256931301462439	1	1.0
RP4-633I8.4		-0.0109793620496109	-0.0109793620496109	1	1.0
ENO1	-0.193549489969004	-0.823955680192649	-0.5087525850808265	2	0.5821672841144641
ENO1-AS1	0.293425504763927	-0.0453069266397456	0.12405928906209068	2	0.6986525224249432
SLC2A5	-0.0756224292212724	-0.0463498226609095	-0.06098612594109094	2	0.9724100006167392
GPR157	-0.167446963689841	-0.061227462758536	-0.1143372132241885	2	0.9046792122969914
MIR34AHG	-0.0904475306072897	-0.0198951530581698	-0.05517134183272975	2	0.9331365677288228
RP3-510D11.2	-0.104819984819146	-0.0311346969367414	-0.0679773408779437	2	0.9310048209245425
H6PD	-0.0387676582126061	-0.211050068012994	-0.12490886311280006	2	0.8468476732206951
SPSB1	-0.232867165782845	-0.259101848498983	-0.245984507140914	2	0.9789446156306252
SLC25A33	0.29175381281724	0.68456359569666	0.48815870425695	2	0.7360430834723685
TMEM201	-0.00870689867409715	0.147193632134625	0.06924336673026392	2	0.8541954660093292
PIK3CD	0.0421581785990917	0.142650734188625	0.09240445639385836	2	0.9080079223392499
PIK3CD-AS2	-0.12842495017998	-0.0110072976624703	-0.06971612392122516	2	0.8902347549113353
CLSTN1	0.15845754866158	0.039753344577132	0.099105446619356	2	0.8919992577149353
CTNNBIP1	-0.0539427204423505	-0.118838267433035	-0.08639049393769274	2	0.9402649900263151
LZIC	0.719047622845485	0.239959257785436	0.4795034403154605	2	0.6761830003194197
NMNAT1	0.101538235319884	0.0405936669675482	0.0710659511437161	2	0.943099145027197
RBP7	-0.0363862097622117	-0.182758380098985	-0.10957229493059836	2	0.8680823493831661
UBE4B	-0.0650612142445015	0.0202355680044102	-0.022412823120045645	2	0.9165730511980319
