gene_symbol	GSM4037819_hair_cell_mean	GSM4037820_hair_cell_mean	cochlear_hair_cell_expression	hair_cell_sample_count	hair_cell_developmental_consistency
RASGRF2	-0.274698352041247	-0.0744417831467496	-0.1745700675939983	2	0.8295064939763832
CTD-2193P3.2	-0.0408710075210236	0.181070127960491	0.0700995602197337	2	0.7925976762050614
CKMT2-AS1	0.0836781366516366	0.31229021838112	0.19798417751637828	2	0.8091693646543525
CKMT2	-0.454099071695158	0.120959349513252	-0.166569861090953	2	0.5070518788556506
ZCCHC9	-0.0451001518489389	-0.134941974696913	-0.09002106327292594	2	0.9175779020469451
ACOT12	-0.0925737214125319	-0.062963935610039	-0.07776882851128544	2	0.9725267747413027
SSBP2	-0.153323126960963	-0.269530342894643	-0.211426734927803	2	0.9040740867085078
CTD-2249K22.1	-0.0624819692542115	-0.0239561475744592	-0.04321905841433535	2	0.9630702474528116
ATG10	0.189775629836965	-0.0641206142495175	0.06282750779372376	2	0.7611124644171712
RPS23	-2.61502726668748	-3.37991602590887	-2.997471646298175	2	0.8086568644133577
ATP6AP1L	-0.110092367935846	0.0567133969361641	-0.02668948549984095	2	0.8375304634674415
RP11-343L5.2	-0.0347362484613509	-0.0444970325479102	-0.039616640504630554	2	0.9906111698233097
TMEM167A	0.323559725391301	0.577601051563618	0.4505803884774595	2	0.8248691846448023
XRCC4	0.176439725130875	-0.151367912639759	0.012535906245558004	2	0.6762508512057301
VCAN	-0.718270420704454	-0.930444887795096	-0.824357654249775	2	0.8836990835670904
VCAN-AS1		-0.0218883131232564	-0.0218883131232564	1	1.0
HAPLN1	-0.35682614944312	-0.649467499040086	-0.5031468242416031	2	0.8053141949425897
EDIL3	-0.400796978157121	-0.65461893478826	-0.5277079564726905	2	0.8338543989669426
CTD-2269F5.1	-0.155394142155481	0.109509317756658	-0.022942412199411504	2	0.7410377585747232
COX7C	-0.301794150913155	0.267497204024233	-0.017148473444460993	2	0.44030653360807237
CTC-242N15.1		-0.0143753505668149	-0.0143753505668149	1	1.0
RASA1	0.0253789920794998	-0.124534192464229	-0.0495776001923646	2	0.8571680793147138
CTC-428H11.2	-0.0183986693106938	-0.100819355360085	-0.0596090123353894	2	0.9222159446645937
CCNH	0.572828018157215	0.0626355693211566	0.3177317937391858	2	0.6128252719862362
TMEM161B	-0.156293786062078	0.103509646796826	-0.026392069632625997	2	0.7468770068031656
TMEM161B-AS1	0.0701996616358252	0.649891297096047	0.3600454793659361	2	0.5737704038173206
LINC00461	0.346055766136901	0.672217593977879	0.50913668005739	2	0.7838752233968798
MEF2C	-0.144304247336264	-0.323317663373794	-0.233810955355029	2	0.8549101746417718
MEF2C-AS1	0.0232188276648871	-0.0916529155044421	-0.0342170439197775	2	0.8889287854569146
CETN3	0.663955264354622	0.298014985334741	0.48098512484468153	2	0.7529075256186256
MBLAC2	-0.0528006708108427	0.048262959303826	-0.0022688557535083496	2	0.8991651496157796
POLR3G	0.017573967756751	-0.0897961199110416	-0.036111076077145296	2	0.896372029846153
LYSMD3	0.0225709082490637	0.201960199917182	0.11226555408312286	2	0.8387172101036655
ADGRV1	1.75959249851112	3.69149025003223	2.7255413742716748	2	0.4814450955067472
RP11-213H15.1		-0.0256112333440131	-0.0256112333440131	1	1.0
LUCAT1	-0.0466775592050823	-0.0261485209270304	-0.03641304006605635	2	0.9801922230959739
ARRDC3	-0.0997725866165434	-0.246625647582088	-0.17319911709931568	2	0.8748268228085336
ARRDC3-AS1	0.0875868813786463	0.127160154765624	0.10737351807213516	2	0.9642638434627981
RP11-348J24.2		-0.0401743241864072	-0.0401743241864072	1	1.0
RP11-133F8.2		-0.0337509418136247	-0.0337509418136247	1	1.0
CTC-458G6.2	-0.120432378496511	-0.0555774210100165	-0.08800489975326375	2	0.9403909325213496
CTD-2091N23.1	-0.0690035725429894	-0.0388139422635689	-0.05390875740327915	2	0.9713546072491089
NR2F1-AS1	-0.105216815173852	-0.098636711444675	-0.1019267633092635	2	0.9940285471337352
NR2F1	0.132663594476624	0.52338816275464	0.328025878615632	2	0.7057854258944734
FAM172A	0.369678726539002	0.3180244815229	0.34385160403095105	2	0.9615625379609158
POU5F2	0.295785145050649	-0.0211943489080477	0.13729539807130064	2	0.7212865764723474
RP11-185E12.2		-0.0276380803130453	-0.0276380803130453	1	1.0
KIAA0825	0.137403030503292	0.256885218118199	0.1971441243107455	2	0.9001939823380091
SLF1	-0.244970223379536	-0.166285591696554	-0.205627907538045	2	0.9347355587980207
MCTP1	1.29967190420202	4.13956628825907	2.719619096230545	2	0.2365093546984438
FAM81B	1.69045067716149	1.67388042545369	1.6821655513075902	2	0.9938220622885408
TTC37	-0.0143086177965883	0.207239831744544	0.09646560697397785	2	0.7979430926679397
ARSK	0.0799547331841955	-0.203213159804899	-0.06162921331035175	2	0.7332704399626251
GPR150		-0.0294072753307743	-0.0294072753307743	1	1.0
RFESD	-0.13393558113453	0.215927301935771	0.040995860400620504	2	0.6639152023758687
SPATA9	-0.0801535046840459	-0.0805936500311864	-0.08037357735761616	2	0.9995925989339567
CTD-2154I11.2		-0.0283094862337539	-0.0283094862337539	1	1.0
RHOBTB3	-0.150899350316211	-0.352030248469115	-0.251464799392663	2	0.8392836152878507
GLRX	-0.424399501701186	-0.374823146756401	-0.39961132422879353	2	0.9645784839786844
LINC01554	-0.0256555790441612	-0.0241352700755761	-0.02489542455986865	2	0.9985166203964293
ELL2	-0.43252798615785	0.0569802084939199	-0.18777388883196505	2	0.5878776261590132
CTD-2337A12.1		-0.0369169734920082	-0.0369169734920082	1	1.0
RP11-254I22.1	-0.108704731465868	-0.0271607986360719	-0.06793276505096994	2	0.9236431959966093
CAST	0.348422599020707	0.807960091779196	0.5781913453999515	2	0.7088201667700622
ERAP1	0.217817267479319	0.445729697292838	0.3317734823860785	2	0.8288654693700774
CTD-2260A17.1		-0.0263185643706269	-0.0263185643706269	1	1.0
CTD-2260A17.2	0.938853099227497	0.691828076115996	0.8153405876717466	2	0.863923593848402
ERAP2	-0.0580133275023151	-0.193534231743001	-0.12577377962265804	2	0.8796197720237272
LNPEP	0.206043410683309	0.87400369275526	0.5400235517192845	2	0.5662661903279083
CTD-2215E18.1		-0.0163020197154219	-0.0163020197154219	1	1.0
LIX1	-0.0927048917955248	-0.11512832792831	-0.10391660986191739	2	0.9796873822420427
RIOK2	0.134587771325481	-0.0745912807823294	0.029998245271575796	2	0.7969131956601956
RGMB	-0.224775827882969	-0.141752610751942	-0.1832642193174555	2	0.9298354367725938
RGMB-AS1	-0.141558593711367	-0.0943287876499816	-0.1179436906806743	2	0.9577529651492296
AC008522.1	-0.016395091858515	-0.0329016394070028	-0.0246483656327589	2	0.9838905246891265
CHD1	-0.153773979375362	-0.161296000209937	-0.15753498979264952	2	0.9935016903152772
CTD-2007H13.3	-0.0340630470562652	-0.0413745379298667	-0.03771879249306595	2	0.9929542657158246
CTD-2001C12.1	0.0934468286672296	0.0548869777993118	0.0741669032332707	2	0.9641025517060229
FAM174A	1.00337807242319	1.02241518843484	1.012896630429015	2	0.9905424274034417
ST8SIA4	-0.143512333570872	-0.221569366977413	-0.18254085027414252	2	0.9339921040457542
SLCO4C1	0.510899637283619	0.379417968674037	0.445158802978828	2	0.9090192245042096
PAM	-0.572859423932655	-0.62617383932631	-0.5995166316294824	2	0.9666684207344929
GIN1	0.171316251530313	0.14199084111712	0.15665354632371647	2	0.9746463316466714
PPIP5K2	0.175907379245741	0.257583902882778	0.2167456410642595	2	0.9328729679560664
C5orf30	-0.15596692730783	-0.0718464121446965	-0.11390666972626325	2	0.9244815410039643
NUDT12	0.0945830550249819	-0.0421148664989791	0.0262340942630014	2	0.8667965503308173
EFNA5	0.887186455891305	1.39281038635527	1.1399984211232876	2	0.7637269609766523
RP11-252I13.2		-0.0242997305755008	-0.0242997305755008	1	1.0
FBXL17	0.0394238757811081	0.683836404086201	0.36163013993365456	2	0.5267345298801245
LINC01023	0.0887268645273513	0.28479248506556	0.18675967479645564	2	0.8347891113069406
FER	-0.191053153174227	-0.171007677566444	-0.18103041537033548	2	0.9830271300832694
CTD-2587M2.1	-0.0846981985729037	0.115818941832766	0.015560371629931152	2	0.8025551744561987
PJA2	0.186097711277718	0.0962019406189832	0.1411498259483506	2	0.9212235163038061
CTC-332L22.1	-0.154059491003281	-0.0779925396717034	-0.11602601533749221	2	0.9318412382093311
MAN2A1	-0.277839246916275	-0.267460632318853	-0.272649939617564	2	0.9918448787256134
TMEM232	0.945625788805569	2.04719612261372	1.4964109557096446	2	0.5587383834826137
SLC25A46	-0.0273706690446233	0.00315592588073727	-0.012107371581943013	2	0.9698385805869125
TSLP	-0.0487932944445012	-0.0857620002208443	-0.06727764733267275	2	0.9653616789701023
WDR36	0.0722734822567441	-0.0029088394229527	0.0346823214168957	2	0.9273377730309125
CAMK4	0.647640961418375	0.751695919678162	0.6996684405482685	2	0.9387792608385306
STARD4	0.111974602395886	0.364278339415588	0.23812647090573702	2	0.796221353029362
STARD4-AS1	-0.023088158521674	-0.0635766542992345	-0.043332406410454244	2	0.9611931005604823
NREP	-0.79748460816548	-0.918969274657409	-0.8582269414114445	2	0.9346233423999043
EPB41L4A	-0.233203789953798	0.0514735401666472	-0.0908651248935754	2	0.7390352632749
EPB41L4A-AS1	-0.177090661803849	-0.630943042705279	-0.404016852254564	2	0.6767471984594516
RP11-526F3.1	-0.0343919926570325	-0.0202621543653673	-0.027327073511199902	2	0.9862460177912257
EPB41L4A-AS2	-0.144466305082147	-0.14705628273239	-0.1457612939072685	2	0.9977395137503636
RP11-159K7.2	-0.052935611280174	0.17357036718647	0.060317377953148	2	0.78637907557085
APC	0.51989242025024	0.93550559601176	0.727699008131	2	0.7594412141203204
CTC-487M23.8	-0.0679168605182574	0.127563556583615	0.029823348032678804	2	0.810180631974107
SRP19	0.730996922095485	0.428321630725015	0.57965927641025	2	0.8083920400491081
REEP5	0.388604979428981	0.63063133164581	0.5096181555373955	2	0.8396771055454932
ZRSR1	-0.0872355507761886	-0.0302222344681325	-0.05872889262216055	2	0.9461492770194919
CTC-487M23.5	-0.0210504470047475	-0.0314135056762219	-0.0262319763404847	2	0.9899018361243929
DCP2	0.0682388117345743	0.0855604256724857	0.07689961870353	2	0.9839152938332686
MCC	0.54887687722093	0.11015601078331	0.32951644400212	2	0.6700147121783772
YTHDC2	0.182160542284615	0.0597263417282623	0.12094344200643865	2	0.8907757555214374
RP11-371M22.1	-0.0764322011236061	-0.038524226501316	-0.05747821381246105	2	0.9641524769710169
KCNN2	1.26836668941713	1.04598416602779	1.15717542772246	2	0.8969103205370131
TRIM36	4.666479562291	6.91812181443361	5.792300688362305	2	0.6685007988529577
PGGT1B	0.155824719709415	-0.00883259946365677	0.07349606012287911	2	0.8466158141705484
CTC-428G20.6	-0.0609067072153298	-0.0742351658218643	-0.06757093651859705	2	0.9875151541217493
CCDC112	0.515094114381725	0.693193812710275	0.604143963546	2	0.8889752401431252
FEM1C	0.104143816930469	-0.0177070845057907	0.04321836621233915	2	0.8831971278662689
TICAM2	-0.0232993689771276	-0.0281526239173174	-0.0257259964472225	2	0.9952684684243162
AC010226.4	-0.217672924795255	-0.191362890993224	-0.20451790789423951	2	0.9781572082659803
TMED7	-0.180153926577773	-0.0597055349614975	-0.11992973076963524	2	0.8924500454742805
CTC-505O3.3	0.222728850912846	-0.0715398632636587	0.07559449382459366	2	0.72641295965532
CDO1	-0.73162810775061	-0.916939352694694	-0.824283730222652	2	0.8984197239310648
ATG12	0.19143314716798	0.109111902840791	0.15027252500438548	2	0.9284332690404171
AP3S1	0.696580855483171	0.830426369130593	0.7635036123068819	2	0.9241025010023453
LVRN	-0.0329881479134749	-0.0277676123927568	-0.03037788015311585	2	0.9949333777235763
CTD-2287O16.5	0.153676322765327	0.258332760795115	0.206004541780221	2	0.9132205274490083
COMMD10	-0.112832232304056	-0.0288433513831562	-0.0708377918436061	2	0.9215671303715379
SEMA6A	-0.148429992933319	-0.161688478964153	-0.155059235948736	2	0.988521380013949
SEMA6A-AS1	-0.1097760388118	0.120757135511562	0.005490548349881004	2	0.7707256674847
CTB-118N6.2		-0.0181261390201381	-0.0181261390201381	1	1.0
LINC00992	0.495678052085097	-0.0595016961261697	0.21808817797946367	2	0.5442203953311607
CTD-3179P9.1	-0.120208677761074	-0.190133462863294	-0.155171070312184	2	0.9394680260791824
HNCAT21	-0.0392466561451492	-0.0404113032956822	-0.0398289797204157	2	0.9988799627888365
DTWD2	-0.215518691717034	0.0452461813535594	-0.0851362551817373	2	0.7596938892923444
CTB-161M19.4	0.0817029295040478	-0.0211829950670266	0.030259967218510597	2	0.9001359580642105
DMXL1	-0.297618418578979	-0.0738530668879045	-0.18573574273344176	2	0.8112856485415251
TNFAIP8	-0.317849248990334	-0.281930091631193	-0.2998896703107635	2	0.972367533814963
HSD17B4	0.0717918865977826	-0.181023031038959	-0.0546155722205882	2	0.7602776553882881
PRR16	-0.132947751983945	-0.0809508234695705	-0.10694928772675776	2	0.9530268196647419
CTD-2334D19.1	-0.0321130653736273	-0.0367452906794428	-0.03442917802653505	2	0.9955219502656985
CTC-546K23.1		-0.0310211632789777	-0.0310211632789777	1	1.0
SRFBP1	-0.147032245670521	-0.157060099507476	-0.1520461725889985	2	0.9912956146415388
LOX	-0.275457037225677	-0.173111797668317	-0.224284417446997	2	0.9164040331651196
CTC-441N14.2		0.397038932953869	0.397038932953869	1	1.0
ZNF474	2.18841127103671	1.87973459465668	2.034072932846695	2	0.8982632641956907
CTD-2544H17.2		-0.0248635746761244	-0.0248635746761244	1	1.0
SNCAIP	-0.413185325408536	-0.396973864347331	-0.4050795948779335	2	0.9884622471778096
CTD-2544H17.1		-0.0182133152028459	-0.0182133152028459	1	1.0
SNX2	0.612346221358697	0.0376715179864873	0.3250088696725921	2	0.5662861460586215
SNX24	-0.170529955552227	0.44252538005529	0.1359977122515315	2	0.46033752621521573
PPIC	-0.891378794221245	-0.781460425115524	-0.8364196096683845	2	0.9401452867705057
AC106786.1		-0.0401085200347058	-0.0401085200347058	1	1.0
PRDM6	-0.104697901020796	-0.157822281155128	-0.131260091087962	2	0.9530396408811338
CEP120	-0.163460355400748	-0.0798054461485314	-0.1216329007746397	2	0.9254168550205316
CSNK1G3	0.266737113849128	0.146616343167318	0.206676728508223	2	0.9004532300624446
LINC01170	0.0862341880217364	0.106388006584647	0.0963110973031917	2	0.9816166974752998
ZNF608	-0.197242106231425	-0.393786047680291	-0.295514076955858	2	0.8482888415147936
GRAMD3	-0.0024901902727307	0.0768206959557023	0.0371652528414858	2	0.923531099782655
RP11-517I3.1		-0.0214447133284142	-0.0214447133284142	1	1.0
ALDH7A1	-0.548345446333904	-0.489731556754791	-0.5190385015443475	2	0.9614138222832913
PHAX	0.316149924074048	-0.00507602275724882	0.1555369506583996	2	0.7220115318265943
LMNB1	0.618591865958524	0.164526514545431	0.3915591902519775	2	0.6737002963338751
MARCH3	0.812700354664235	0.300975637848278	0.5568379962562565	2	0.6713050952979653
C5orf63	0.516867935746217	0.401410259982878	0.45913909786454754	2	0.9208727420625549
MEGF10	-0.147979243564411	-0.00365362672944327	-0.07581643514692714	2	0.8658454991763936
PRRC1	-0.148681950646096	0.0168409657208058	-0.0659204924626451	2	0.8447136371452184
CTXN3	-0.122732225560011	-0.0224970369878966	-0.0726146312739538	2	0.9065506048028972
LINC01183	-0.178302458390608	-0.415414180728149	-0.29685831955937847	2	0.8171645130687042
LINC01184	0.0529904300683901	0.126463751781739	0.08972709092506455	2	0.9325764016282483
SLC12A2	-0.699847170997446	-0.190465435142256	-0.445156303069851	2	0.6475248146009234
FBN2	-0.304766157421544	-0.393556125072702	-0.349161141247123	2	0.9341887600104735
SLC27A6	-0.150071836190751	-0.109599728963768	-0.1298357825772595	2	0.9641787701796252
ISOC1	1.04530666036958	0.25166277518361	0.648484717776595	2	0.5185615755926433
ADAMTS19	0.189508226267759	0.106469174317642	0.1479887002927005	2	0.9276656190701662
KIAA1024L	6.03882158088947	5.39955166686271	5.71918662387609	2	0.9048590328247222
CHSY3	0.188335939003445	0.284708023016731	0.23652198101008798	2	0.9220619726189083
HINT1	-2.45072173685898	-2.5207058406325	-2.4857137887457403	2	0.9799225903172325
LYRM7	-0.00400217037179644	-0.0174796173788653	-0.01074089387533087	2	0.9866657744940008
CDC42SE2	-0.199717685711336	-0.165365326828735	-0.18254150627003551	2	0.9709503990342335
RAPGEF6	0.160086978259923	-0.0780585751601185	0.04101420154990224	2	0.7712369792213389
FNIP1	0.562081357302641	0.56376751816999	0.5629244377363155	2	0.9989211501038455
ACSL6	3.66184212805837	4.59667357425866	4.129257851158515	2	0.8177452814174384
P4HA2	0.0467721178445304	0.0422219225813851	0.04449702021295775	2	0.9956436493593658
PDLIM4	-0.150046449383665	-0.393881172136482	-0.2719638107600735	2	0.8083005815966483
SLC22A4	-0.138882008683305	-0.118904714676307	-0.128893361679806	2	0.98230364825844
SLC22A5	-0.15179340769178	0.159729042163565	0.0039678172358924985	2	0.6897087291970938
C5orf56	-0.452536228251833	-0.146733082192156	-0.2996346552219945	2	0.7647006835105965
AC116366.6	-0.121435077279829	-0.0941112272987533	-0.10777315228929116	2	0.9753344356427044
IRF1	-0.777544405324323	-0.92972263672551	-0.8536335210249165	2	0.9179027409274276
RP11-89G4.1	-0.060188966002282	-0.0780201671979366	-0.0691045666001093	2	0.9833213684117353
RAD50	0.455830757419728	0.108269923839924	0.282050340629826	2	0.7289023507383807
KIF3A	1.32559101602209	0.844709810405753	1.0851504132139216	2	0.7693781692826962
CCNI2	0.0899944524357819	-0.0189659320914096	0.035514260172186146	2	0.894776548505403
SEPT8	0.0801607336003002	0.336098057461967	0.2081293955311336	2	0.7881540464056432
SOWAHA	1.03424760070084	0.810117024423719	0.9221823125622796	2	0.8833978573144012
SHROOM1	0.336265280625738	0.0428182758440397	0.18954177823488885	2	0.75331088814961
GDF9	0.0584131886308111	0.383023824150659	0.22071850639073504	2	0.7340823180606844
UQCRQ	0.899949999749116	1.57474129330773	1.2373456465284232	2	0.6983964929130848
LEAP2	0.467926878022861	0.108494467373578	0.2882106726982195	2	0.720983206965337
AFF4	-0.193944446598407	0.0980375803182169	-0.04795343314009506	2	0.7213788154291103
CTC-350I8.1		-0.0214229655506298	-0.0214229655506298	1	1.0
ZCCHC10	0.243490656703494	-0.0353759605542641	0.10405734807461496	2	0.7474165470262224
HSPA4	0.566457060836357	0.33341565623545	0.4499363585359035	2	0.8392747355916887
FSTL4	0.674138314156073	0.196217767809232	0.43517804098265245	2	0.666995639077913
C5orf15	-0.18191798373097	-0.423408951154604	-0.302663467442787	2	0.8146175328784675
VDAC1	-0.525223043577211	-0.584319084055433	-0.5547710638163219	2	0.9619905194703292
CTB-113I20.2	0.161110502159955	-0.0140092073442879	0.07355064740783356	2	0.8368780178866435
TCF7	0.111138773688392	0.226080530182434	0.168609651935413	2	0.9016423009140142
SKP1	1.76520461375557	2.11149161926913	1.93834811651235	2	0.8821490879288384
CTD-2410N18.5	-0.0261824799430911	-0.015611556115291	-0.02089701802919105	2	0.9896454552798999
PPP2CA	0.12324926550651	-0.269464957502075	-0.0731078459977825	2	0.634040302218239
CTD-2410N18.3	-0.0677949126685624	-0.0405907515961279	-0.054192832132345145	2	0.974194321718724
CDKL3	0.0278346690520472	-0.0692501458056603	-0.02070773837680655	2	0.9048848057014852
UBE2B	-0.0542933831240326	0.019686143020823	-0.0173036200516048	2	0.9272788136337283
RP11-215P8.3	0.139304945243905	-0.0836553527115243	0.027824796266190346	2	0.7830755798406657
CDKN2AIPNL	0.860100765357745	0.687730348098532	0.7739155567281385	2	0.9028305397032889
JADE2	0.234493726816859	-0.0223890139673899	0.10605235642473455	2	0.7677481185297493
SAR1B	0.146234236064005	0.21624038668436	0.1812373113741825	2	0.9407348972587787
SEC24A	0.114588722344829	0.0879247013399891	0.10125671184240906	2	0.97578764268303
CAMLG	0.0736067093728597	-0.328784022753863	-0.12758865669050165	2	0.6431404929987956
DDX46	0.658876451335691	0.256977763714109	0.45792710752489996	2	0.7243355408187182
C5orf24	0.963567123075787	0.696880966323225	0.830224044699506	2	0.8542876990798427
TXNDC15	0.334816144725114	0.251735954425551	0.2932760495753325	2	0.9357598941642478
PCBD2	0.103163612131051	0.41435932280218	0.2587614674666155	2	0.7527762656276397
CATSPER3	0.0441374021935624	-0.0508966451209477	-0.0033796214636926496	2	0.9052860499838755
PITX1		0.194635706929306	0.194635706929306	1	1.0
C5orf66	-0.00496487159372904	-0.0258795731824908	-0.01542222238810992	2	0.9794029506862931
H2AFY	1.55310137377444	0.936720957062548	1.244911165418494	2	0.7254321568680038
CTC-203F4.2	0.0184952154824221	-0.0687888372880734	-0.025146810902825653	2	0.9148570216068601
TIFAB		-0.0406793024432458	-0.0406793024432458	1	1.0
CTC-321K16.1	1.56303780562447	1.02677524045091	1.2949065230376902	2	0.7663248765079428
CXCL14	3.21460838025339	2.11717579976853	2.66589209001096	2	0.7006369654264486
SLC25A48	1.48915753752529	1.44412612245605	1.46664182999067	2	0.9817438370979826
TGFBI	-0.444710200119613	-0.643945622174706	-0.5443279111471595	2	0.8709889132890847
SMAD5-AS1	-0.0650001149375664	-0.0863694372922655	-0.07568477611491595	2	0.9801342151258482
SMAD5	-0.0528243338470549	-0.259838308146759	-0.15633132099690694	2	0.8209734783269286
AC009014.3	-0.0516658482249411	-0.066080853436299	-0.05887335083062005	2	0.9863864689766247
TRPC7		-0.0164529357986349	-0.0164529357986349	1	1.0
SPOCK1	1.26834634942556	1.90734910589388	1.58784772765972	2	0.7530755965127082
KLHL3	-0.145760928829663	0.0385741585312163	-0.05359338514922335	2	0.8250415293422031
HNRNPA0	-0.0745754239232908	-0.556120742950537	-0.3153480834369139	2	0.6339027478042151
RP11-381K20.2	0.187873227731937	0.257469687636545	0.222671457684241	2	0.9430783638014869
MYOT	0.747715650087605	2.07233511811585	1.4100253841017274	2	0.4503711551063345
PKD2L2	-0.0225173882360306	-0.0350465016672828	-0.0287819449516567	2	0.9878214100735982
FAM13B	0.213698845582258	0.248822567157821	0.23126070637003948	2	0.9714733675866961
RP11-325L7.2		-0.0186172119144421	-0.0186172119144421	1	1.0
NME5	2.14037778438124	1.02235306111201	1.581365422746625	2	0.5668863023354404
BRD8	0.0554529488870726	-0.0204838655698889	0.017484541658591847	2	0.9253680902776393
KIF20A	-0.0402308058868556	-0.129205551959819	-0.0847181789233373	2	0.917974320148965
CDC23	0.802220494128897	0.436590017266265	0.619405255697581	2	0.7742192847798733
GFRA3	-0.0164119998103934	-0.0721568969804034	-0.0442844483953984	2	0.9466190488083346
CDC25C	-0.125602789774295	-0.204236827963212	-0.16491980886875351	2	0.9324983251291108
FAM53C	-0.409805910533745	-0.41443472316599	-0.4121203168498675	2	0.9967220833968519
RP11-256P1.1		-0.0141407174080651	-0.0141407174080651	1	1.0
KDM3B	-0.039317885494068	0.441154476767797	0.2009182956368645	2	0.5999125302632986
REEP2	0.3589660987123	0.98843891691659	0.673702507814445	2	0.6239040001043743
EGR1	-0.538932765193051	-1.80215256690238	-1.1705426660477154	2	0.41801659950343517
ETF1	0.242234135527844	-0.093219913668694	0.074507110929575	2	0.687806580538745
HSPA9	0.307237970885884	-0.222003052964032	0.042617458960926	2	0.4923919417411653
CTNNA1	-0.0813726404815622	-0.189746814588636	-0.1355597275350991	2	0.9045632110058042
AC034243.1	0.149635614209147	0.180167573093322	0.1649015936512345	2	0.9737900960471034
LRRTM2	-0.181521717542854	-0.234766650407584	-0.208144183975219	2	0.9559283291092496
SIL1	-0.100112175884696	0.0219919551257878	-0.039060110379454095	2	0.8824859795975686
CTB-46B19.2	-0.0672881878399607	-0.0314645455549307	-0.0493763666974457	2	0.9658619696212783
MATR3	0.170945762828703	-0.0611334598454991	0.05490615149160195	2	0.7800001238536245
MATR3.1	0.0922681926952604	-0.153666498779542	-0.030699153042140798	2	0.7613904205228863
PAIP2	-0.345768823627486	-0.3968032607983	-0.37128604221289296	2	0.9627835217454281
CTB-43P18.1	-0.0499681049240323	0.167416551639369	0.058724223357668345	2	0.7946730113778059
MZB1	-0.0352923728308306	-0.0205895817463391	-0.02794097728858485	2	0.9856968528258565
PROB1	0.0903237636813942	0.141845335654242	0.11608454966781812	2	0.9538372142252285
SPATA24	0.199993952246327	0.45156954686098	0.32578174955365347	2	0.8102435829280723
DNAJC18	0.115780643982089	-0.0998447851765764	0.007967929402756299	2	0.7860790776484047
ECSCR.1	-0.15845556852604	-0.378735243253983	-0.2685954058900115	2	0.8263593942519436
TMEM173	-0.247221764420188	-0.375021568348478	-0.31112166638433303	2	0.902526357999466
UBE2D2	0.519732967980551	0.304193004722608	0.4119629863515795	2	0.8473472992270964
CTD-3224K15.3	-0.0485408546579155	-0.0375038146745422	-0.04302233466622885	2	0.9894182131901277
CXXC5	-0.27505790414866	-0.0267590573308982	-0.15090848073977908	2	0.7842583915463368
CTD-3224K15.2		-0.00720767106728635	-0.00720767106728635	1	1.0
PSD2	-0.0407823188587195	-0.0342039870234685	-0.037493152941094	2	0.993659397349657
NRG2	-0.113091848738703	-0.109529942354667	-0.111310895546685	2	0.9967948605576445
LINC01024	-0.153314019972149	0.36682299563103	0.1067544878294405	2	0.5300339674942107
PURA	-0.138652285811009	0.318506308439406	0.08992701131419852	2	0.5805603590838728
IGIP	-0.142614853252689	-0.0467901463744239	-0.09470249981355644	2	0.9124650698298529
CYSTM1	0.578551963115007	0.816656073842556	0.6976040184787815	2	0.8597410773444601
PFDN1	0.394752954388328	0.159552241328205	0.2771525978582665	2	0.8158397724324054
HBEGF	0.0927885802444946	0.100956473292486	0.0968725267684903	2	0.9925534710290768
CTC-329D1.2		-0.0140269012501017	-0.0140269012501017	1	1.0
ANKHD1	0.0494221584043244	0.329750257340023	0.1895862078721737	2	0.7643482270720634
ANKHD1-EIF4EBP3	-0.0456467609636763	-0.0449394163845556	-0.04529308867411595	2	0.9993233050263272
SRA1	0.195282748949199	0.155568806581745	0.175425777765472	2	0.9662131432552452
EIF4EBP3	0.0316888363384931	-0.0432347335480703	-0.005772948604788601	2	0.9255064773908489
APBB3	0.430706630902887	0.154811211073343	0.292758920988115	2	0.7865840139639768
SLC35A4	0.108483168090815	-0.00765713244037036	0.05041301782522232	2	0.88943368126602
CD14	-0.0780253650972831	0.00657694601146231	-0.0357242095429104	2	0.9183157926316289
NDUFA2	0.575795282176446	0.689933704806538	0.632864493491492	2	0.9300992684420284
TMCO6	0.566754937443079	0.213586212117175	0.390170574780127	2	0.7459529558940908
IK	0.601722488199539	0.236065844873025	0.418894166536282	2	0.742294632009706
WDR55	-0.156757334789473	-0.0327321561273761	-0.09474474545842455	2	0.8867085873884132
DND1	0.257273161480827	-0.0495419240821702	0.10386561869932841	2	0.722053952613803
HARS	0.190238440835268	0.0360804317994202	0.1131594363173441	2	0.8615130914706635
HARS2	0.0577834845814264	0.0338997972505247	0.04584164091597555	2	0.9771631895341404
ZMAT2	0.318284079375656	0.243270220506743	0.2807771499411995	2	0.9414309828432238
PCDHA3		-0.0227074492812189	-0.0227074492812189	1	1.0
PCDHA4		-0.0255794954622795	-0.0255794954622795	1	1.0
PCDHA6		-0.0235533996566413	-0.0235533996566413	1	1.0
PCDHA7		-0.0238521147946939	-0.0238521147946939	1	1.0
PCDHA9		-0.0233488155321595	-0.0233488155321595	1	1.0
PCDHA10	0.427435129266916	0.143588240472238	0.285511684869577	2	0.7791954035614418
PCDHA11	-0.0349869271498653	-0.00939228297497921	-0.022189605062422256	2	0.9749609621853638
PCDHA12	-0.0052232671472437	0.359281863470086	0.17702929816142116	2	0.690317708160107
PCDHA13	-0.0863486141926482	0.186519822303936	0.0500856040556439	2	0.7401464838269272
