gene_symbol	n_ensembl_ids	retained_gene_id	selection_reason	all_ensembl_ids
AAAS	2	ENSG00000094914	MANE Select canonical	ENSG00000094914; ENSG00000291836
AADACL2	2	ENSG00000197953	MANE Select canonical	ENSG00000197953; ENSG00000261846
AATF	2	ENSG00000275700	MANE Select canonical	ENSG00000275700; ENSG00000276072
ABCB11	2	ENSG00000073734	MANE Select canonical	ENSG00000073734; ENSG00000276582
ABCC1	2	ENSG00000103222	MANE Select canonical	ENSG00000103222; ENSG00000278183
ABCC6	2	ENSG00000091262	MANE Select canonical	ENSG00000091262; ENSG00000275331
ABCF1	7	ENSG00000204574	MANE Select canonical	ENSG00000204574; ENSG00000206490; ENSG00000225989; ENSG00000231129; ENSG00000232169; ENSG00000236149; ENSG00000236342
ABHD16A	7	ENSG00000204427	MANE Select canonical	ENSG00000204427; ENSG00000206403; ENSG00000224552; ENSG00000230475; ENSG00000231488; ENSG00000235676; ENSG00000236063
ABO	2	ENSG00000175164	gnomAD-recognized or lowest Ensembl ID	ENSG00000175164; ENSG00000281879
ABR	3	ENSG00000159842	MANE Select canonical	ENSG00000159842; ENSG00000276016; ENSG00000278741
ABT1	2	ENSG00000146109	MANE Select canonical	ENSG00000146109; ENSG00000292169
ACACA	2	ENSG00000278540	MANE Select canonical	ENSG00000275176; ENSG00000278540
ACAP1	2	ENSG00000072818	MANE Select canonical	ENSG00000072818; ENSG00000288169
ACR	2	ENSG00000100312	MANE Select canonical	ENSG00000100312; ENSG00000291368
ACTG1	2	ENSG00000184009	MANE Select canonical	ENSG00000184009; ENSG00000291420
ACTN4	2	ENSG00000130402	MANE Select canonical	ENSG00000130402; ENSG00000282844
ACTR1B	2	ENSG00000115073	MANE Select canonical	ENSG00000115073; ENSG00000291597
ACTR3C	2	ENSG00000106526	MANE Select canonical	ENSG00000106526; ENSG00000303938
ADAM18	2	ENSG00000168619	MANE Select canonical	ENSG00000168619; ENSG00000278548
ADAM2	2	ENSG00000104755	MANE Select canonical	ENSG00000104755; ENSG00000276286
ADAM32	2	ENSG00000197140	MANE Select canonical	ENSG00000197140; ENSG00000275594
ADAM9	2	ENSG00000168615	MANE Select canonical	ENSG00000168615; ENSG00000282230
ADAMTS12	2	ENSG00000151388	MANE Select canonical	ENSG00000151388; ENSG00000281690
ADAMTS13	2	ENSG00000160323	MANE Select canonical	ENSG00000160323; ENSG00000281244
ADAMTSL3	2	ENSG00000156218	MANE Select canonical	ENSG00000156218; ENSG00000291606
ADCK5	2	ENSG00000173137	MANE Select canonical	ENSG00000173137; ENSG00000285451
ADCY4	2	ENSG00000129467	MANE Select canonical	ENSG00000129467; ENSG00000284814
ADGRL1	2	ENSG00000072071	MANE Select canonical	ENSG00000072071; ENSG00000288324
ADI1	2	ENSG00000182551	MANE Select canonical	ENSG00000182551; ENSG00000280830
ADIPOR2	2	ENSG00000006831	MANE Select canonical	ENSG00000006831; ENSG00000285070
AGBL2	2	ENSG00000165923	MANE Select canonical	ENSG00000165923; ENSG00000285501
AGER	7	ENSG00000204305	MANE Select canonical	ENSG00000204305; ENSG00000206320; ENSG00000229058; ENSG00000230514; ENSG00000231268; ENSG00000234729; ENSG00000237405
AGK	2	ENSG00000006530	MANE Select canonical	ENSG00000006530; ENSG00000262327
AGPAT1	7	ENSG00000204310	MANE Select canonical	ENSG00000204310; ENSG00000206324; ENSG00000226467; ENSG00000227642; ENSG00000228892; ENSG00000235758; ENSG00000236873
AGPAT5	2	ENSG00000155189	MANE Select canonical	ENSG00000155189; ENSG00000284980
AIF1	6	ENSG00000204472	MANE Select canonical	ENSG00000204472; ENSG00000206428; ENSG00000234836; ENSG00000235588; ENSG00000235985; ENSG00000237727
AK6	2	ENSG00000085231	MANE Select canonical	ENSG00000085231; ENSG00000279247
AKAP17A	2	ENSG00000197976	MANE Select canonical	ENSG00000197976; ENSG00000292343
AKT3	2	ENSG00000117020	MANE Select canonical	ENSG00000117020; ENSG00000275199
ALOX5	2	ENSG00000012779	MANE Select canonical	ENSG00000012779; ENSG00000275565
ANKRD36	2	ENSG00000135976	MANE Select canonical	ENSG00000135976; ENSG00000291582
ANKRD36B	2	ENSG00000196912	MANE Select canonical	ENSG00000196912; ENSG00000291600
ANKRD45	2	ENSG00000183831	MANE Select canonical	ENSG00000183831; ENSG00000285777
ANKS4B	2	ENSG00000175311	MANE Select canonical	ENSG00000175311; ENSG00000284290
ANO4	2	ENSG00000151572	MANE Select canonical	ENSG00000151572; ENSG00000262139
ANXA8	3	ENSG00000265190	MANE Select canonical	ENSG00000265190; ENSG00000276850; ENSG00000288244
AP2A2	3	ENSG00000183020	MANE Select canonical	ENSG00000183020; ENSG00000280759; ENSG00000281385
APBA1	2	ENSG00000107282	MANE Select canonical	ENSG00000107282; ENSG00000276497
APBA2	2	ENSG00000034053	MANE Select canonical	ENSG00000034053; ENSG00000276495
APEX1	2	ENSG00000100823	MANE Select canonical	ENSG00000100823; ENSG00000291796
APOB	2	ENSG00000084674	MANE Select canonical	ENSG00000084674; ENSG00000291544
APOBEC3A	2	ENSG00000128383	MANE Select canonical	ENSG00000128383; ENSG00000262156
APOL5	2	ENSG00000128313	MANE Select canonical	ENSG00000128313; ENSG00000277390
APOM	7	ENSG00000204444	MANE Select canonical	ENSG00000204444; ENSG00000206409; ENSG00000224290; ENSG00000226215; ENSG00000227567; ENSG00000231974; ENSG00000235754
ARHGAP11A	2	ENSG00000198826	MANE Select canonical	ENSG00000198826; ENSG00000275568
ARHGAP11B	3	ENSG00000285077	MANE Select canonical	ENSG00000274734; ENSG00000285077; ENSG00000286139
ARHGAP17	2	ENSG00000140750	MANE Select canonical	ENSG00000140750; ENSG00000288353
ARHGAP23	2	ENSG00000275832	MANE Select canonical	ENSG00000273780; ENSG00000275832
ARHGAP27	3	ENSG00000159314	MANE Select canonical	ENSG00000159314; ENSG00000276836; ENSG00000276907
ARHGEF10	2	ENSG00000104728	MANE Select canonical	ENSG00000104728; ENSG00000274726
ARHGEF19	2	ENSG00000142632	MANE Select canonical	ENSG00000142632; ENSG00000291381
ARHGEF26	2	ENSG00000114790	MANE Select canonical	ENSG00000114790; ENSG00000277101
ARHGEF35	2	ENSG00000213214	MANE Select canonical	ENSG00000213214; ENSG00000288422
ARHGEF5	2	ENSG00000050327	MANE Select canonical	ENSG00000050327; ENSG00000284933
ARL17B	3	ENSG00000228696	MANE Select canonical	ENSG00000228696; ENSG00000275748; ENSG00000276276
ARMC10	2	ENSG00000170632	MANE Select canonical	ENSG00000170632; ENSG00000282813
ASAP3	2	ENSG00000088280	MANE Select canonical	ENSG00000088280; ENSG00000282854
ASB2	2	ENSG00000100628	MANE Select canonical	ENSG00000100628; ENSG00000278693
ASF1B	2	ENSG00000105011	MANE Select canonical	ENSG00000105011; ENSG00000288210
ASIC5	2	ENSG00000256394	MANE Select canonical	ENSG00000256394; ENSG00000262505
ASMT	2	ENSG00000196433	MANE Select canonical	ENSG00000196433; ENSG00000292336
ASMTL	2	ENSG00000169093	MANE Select canonical	ENSG00000169093; ENSG00000292339
ASPN	2	ENSG00000292224	MANE Select canonical	ENSG00000106819; ENSG00000292224
ATAT1	7	ENSG00000137343	MANE Select canonical	ENSG00000137343; ENSG00000206488; ENSG00000223752; ENSG00000229061; ENSG00000231257; ENSG00000234549; ENSG00000235658
ATF6B	4	ENSG00000213676	MANE Select canonical	ENSG00000168468; ENSG00000213676; ENSG00000228628; ENSG00000234539
ATG16L1	2	ENSG00000085978	MANE Select canonical	ENSG00000085978; ENSG00000281089
ATMIN	2	ENSG00000166454	MANE Select canonical	ENSG00000166454; ENSG00000291953
ATP23	2	ENSG00000166896	MANE Select canonical	ENSG00000166896; ENSG00000262145
ATP5IF1	2	ENSG00000130770	MANE Select canonical	ENSG00000130770; ENSG00000285390
ATP6V1G2	7	ENSG00000213760	MANE Select canonical	ENSG00000206445; ENSG00000213760; ENSG00000226850; ENSG00000227587; ENSG00000230900; ENSG00000234668; ENSG00000234920
ATP6V1G3	2	ENSG00000151418	MANE Select canonical	ENSG00000151418; ENSG00000263014
ATP9B	3	ENSG00000166377	MANE Select canonical	ENSG00000166377; ENSG00000274273; ENSG00000282266
AZU1	2	ENSG00000172232	MANE Select canonical	ENSG00000172232; ENSG00000278624
B2M	2	ENSG00000166710	MANE Select canonical	ENSG00000166710; ENSG00000273686
B3GALNT2	2	ENSG00000162885	MANE Select canonical	ENSG00000162885; ENSG00000282880
B3GALT4	5	ENSG00000235863	MANE Select canonical	ENSG00000206285; ENSG00000226936; ENSG00000235155; ENSG00000235863; ENSG00000236802
BAAT	2	ENSG00000136881	MANE Select canonical	ENSG00000136881; ENSG00000276559
BAG6	7	ENSG00000204463	MANE Select canonical	ENSG00000096155; ENSG00000204463; ENSG00000227761; ENSG00000228760; ENSG00000229524; ENSG00000233348; ENSG00000234651
BAHCC1	2	ENSG00000266074	MANE Select canonical	ENSG00000266074; ENSG00000291421
BCAP29	2	ENSG00000075790	MANE Select canonical	ENSG00000075790; ENSG00000283852
BCL2L14	2	ENSG00000121380	MANE Select canonical	ENSG00000121380; ENSG00000281449
BDH1	2	ENSG00000161267	MANE Select canonical	ENSG00000161267; ENSG00000275544
BDP1	3	ENSG00000145734	MANE Select canonical	ENSG00000145734; ENSG00000273873; ENSG00000274803
BEX5	2	ENSG00000184515	MANE Select canonical	ENSG00000184515; ENSG00000291824
BFAR	2	ENSG00000103429	MANE Select canonical	ENSG00000103429; ENSG00000275618
BLK	2	ENSG00000136573	MANE Select canonical	ENSG00000136573; ENSG00000285369
BMERB1	2	ENSG00000166780	MANE Select canonical	ENSG00000166780; ENSG00000278823
BORCS5	2	ENSG00000165714	MANE Select canonical	ENSG00000165714; ENSG00000280689
BRD2	7	ENSG00000204256	MANE Select canonical	ENSG00000204256; ENSG00000215077; ENSG00000230678; ENSG00000234507; ENSG00000234704; ENSG00000235307; ENSG00000236227
BRME1	2	ENSG00000132016	MANE Select canonical	ENSG00000132016; ENSG00000288152
BRSK2	2	ENSG00000174672	MANE Select canonical	ENSG00000174672; ENSG00000291428
BTBD7	2	ENSG00000011114	MANE Select canonical	ENSG00000011114; ENSG00000277222
BTG3	2	ENSG00000154640	MANE Select canonical	ENSG00000154640; ENSG00000281484
BTN1A1	2	ENSG00000124557	MANE Select canonical	ENSG00000124557; ENSG00000292177
BTN2A1	2	ENSG00000112763	MANE Select canonical	ENSG00000112763; ENSG00000292170
BTNL2	9	ENSG00000204290	MANE Select canonical	ENSG00000204290; ENSG00000224242; ENSG00000224770; ENSG00000225412; ENSG00000225845; ENSG00000226127; ENSG00000229597; ENSG00000229741; ENSG00000275798
C13orf46	2	ENSG00000283199	MANE Select canonical	ENSG00000283199; ENSG00000283302
C14orf180	2	ENSG00000184601	MANE Select canonical	ENSG00000184601; ENSG00000274126
C16orf46	2	ENSG00000166455	MANE Select canonical	ENSG00000166455; ENSG00000291963
C17orf78	2	ENSG00000278505	MANE Select canonical	ENSG00000278145; ENSG00000278505
C19orf67	2	ENSG00000188032	MANE Select canonical	ENSG00000188032; ENSG00000288239
C1GALT1C1	2	ENSG00000171155	MANE Select canonical	ENSG00000171155; ENSG00000288368
C1QTNF4	2	ENSG00000172247	MANE Select canonical	ENSG00000172247; ENSG00000284838
C1R	2	ENSG00000159403	MANE Select canonical	ENSG00000159403; ENSG00000288512
C1RL	2	ENSG00000139178	MANE Select canonical	ENSG00000139178; ENSG00000288124
C2	7	ENSG00000166278	MANE Select canonical	ENSG00000166278; ENSG00000204364; ENSG00000206372; ENSG00000226560; ENSG00000231543; ENSG00000235017; ENSG00000235696
C22orf15	2	ENSG00000169314	MANE Select canonical	ENSG00000169314; ENSG00000273579
C2orf78	2	ENSG00000187833	MANE Select canonical	ENSG00000187833; ENSG00000291484
C2orf92	2	ENSG00000228486	MANE Select canonical	ENSG00000228486; ENSG00000291598
C4A	4	ENSG00000227746	MANE Select canonical	ENSG00000206340; ENSG00000227746; ENSG00000244207; ENSG00000244731
C4B	5	ENSG00000224389	MANE Select canonical	ENSG00000224389; ENSG00000224639; ENSG00000228267; ENSG00000228454; ENSG00000236625
C4orf36	2	ENSG00000163633	MANE Select canonical	ENSG00000163633; ENSG00000285458
C6orf136	7	ENSG00000204564	MANE Select canonical	ENSG00000204564; ENSG00000206487; ENSG00000224120; ENSG00000233164; ENSG00000233641; ENSG00000237012; ENSG00000237100
C6orf15	6	ENSG00000204542	MANE Select canonical	ENSG00000204542; ENSG00000206461; ENSG00000224105; ENSG00000225543; ENSG00000229432; ENSG00000231624
C6orf47	7	ENSG00000204439	MANE Select canonical	ENSG00000203623; ENSG00000204439; ENSG00000226103; ENSG00000226531; ENSG00000228177; ENSG00000228435; ENSG00000235360
C6orf52	2	ENSG00000137434	MANE Select canonical	ENSG00000137434; ENSG00000285312
C8orf33	2	ENSG00000182307	MANE Select canonical	ENSG00000182307; ENSG00000291362
C8orf74	2	ENSG00000171060	MANE Select canonical	ENSG00000171060; ENSG00000285147
C8orf90	2	ENSG00000226490	MANE Select canonical	ENSG00000226490; ENSG00000291474
CABIN1	2	ENSG00000099991	MANE Select canonical	ENSG00000099991; ENSG00000281670
CACFD1	2	ENSG00000160325	MANE Select canonical	ENSG00000160325; ENSG00000280479
CACNA1C	2	ENSG00000151067	MANE Select canonical	ENSG00000151067; ENSG00000285479
CACNA2D4	2	ENSG00000151062	MANE Select canonical	ENSG00000151062; ENSG00000284953
CALB2	2	ENSG00000172137	MANE Select canonical	ENSG00000172137; ENSG00000282830
CANX	2	ENSG00000127022	MANE Select canonical	ENSG00000127022; ENSG00000283777
CAPN12	2	ENSG00000182472	MANE Select canonical	ENSG00000182472; ENSG00000292260
CAPN15	2	ENSG00000103326	MANE Select canonical	ENSG00000103326; ENSG00000282214
CARMIL3	2	ENSG00000186648	MANE Select canonical	ENSG00000186648; ENSG00000284765
CARS1	2	ENSG00000110619	MANE Select canonical	ENSG00000110619; ENSG00000278191
CASP12	2	ENSG00000291983	MANE Select canonical	ENSG00000204403; ENSG00000291983
CASP8AP2	2	ENSG00000288475	MANE Select canonical	ENSG00000118412; ENSG00000288475
CATSPERB	2	ENSG00000133962	MANE Select canonical	ENSG00000133962; ENSG00000274338
CATSPERQ	2	ENSG00000261587	MANE Select canonical	ENSG00000261587; ENSG00000285272
CBY3	2	ENSG00000204659	MANE Select canonical	ENSG00000204659; ENSG00000283718
CC2D1A	2	ENSG00000132024	MANE Select canonical	ENSG00000132024; ENSG00000288293
CCDC120	2	ENSG00000147144	MANE Select canonical	ENSG00000147144; ENSG00000292279
CCDC125	2	ENSG00000183323	MANE Select canonical	ENSG00000183323; ENSG00000277868
CCDC166	2	ENSG00000255181	MANE Select canonical	ENSG00000255181; ENSG00000278749
CCDC197	2	ENSG00000175699	MANE Select canonical	ENSG00000175699; ENSG00000280668
CCDC33	2	ENSG00000140481	MANE Select canonical	ENSG00000140481; ENSG00000288407
CCDC40	2	ENSG00000141519	MANE Select canonical	ENSG00000141519; ENSG00000291505
CCDC74B	2	ENSG00000152076	MANE Select canonical	ENSG00000152076; ENSG00000292118
CCDC92	2	ENSG00000119242	MANE Select canonical	ENSG00000119242; ENSG00000275035
CCER2	2	ENSG00000262484	MANE Select canonical	ENSG00000262484; ENSG00000283099
CCHCR1	6	ENSG00000204536	MANE Select canonical	ENSG00000204536; ENSG00000206355; ENSG00000206457; ENSG00000223533; ENSG00000224180; ENSG00000234114
CCL14	2	ENSG00000276409	MANE Select canonical	ENSG00000276409; ENSG00000277236
CCL15	2	ENSG00000275718	MANE Select canonical	ENSG00000275528; ENSG00000275718
CCL16	2	ENSG00000275152	MANE Select canonical	ENSG00000275095; ENSG00000275152
CCL18	3	ENSG00000275385	MANE Select canonical	ENSG00000275385; ENSG00000278006; ENSG00000278167
CCL23	2	ENSG00000274736	MANE Select canonical	ENSG00000274736; ENSG00000276114
CCL3	3	ENSG00000277632	MANE Select canonical	ENSG00000274221; ENSG00000277632; ENSG00000278567
CCL3L3	4	ENSG00000276085	MANE Select canonical	ENSG00000276085; ENSG00000277336; ENSG00000277768; ENSG00000293545
CCL4	3	ENSG00000275302	MANE Select canonical	ENSG00000275302; ENSG00000275824; ENSG00000277943
CCL4L2	4	ENSG00000276070	MANE Select canonical	ENSG00000276070; ENSG00000276125; ENSG00000282604; ENSG00000293547
CCL5	2	ENSG00000271503	MANE Select canonical	ENSG00000271503; ENSG00000274233
CCNB1IP1	2	ENSG00000100814	MANE Select canonical	ENSG00000100814; ENSG00000291784
CCT8	2	ENSG00000156261	MANE Select canonical	ENSG00000156261; ENSG00000291533
CD300A	2	ENSG00000167851	MANE Select canonical	ENSG00000167851; ENSG00000291918
CD300C	2	ENSG00000167850	MANE Select canonical	ENSG00000167850; ENSG00000291920
CD300H	2	ENSG00000291925	MANE Select canonical	ENSG00000284690; ENSG00000291925
CD300LB	2	ENSG00000178789	MANE Select canonical	ENSG00000178789; ENSG00000291919
CD300LD	2	ENSG00000204345	MANE Select canonical	ENSG00000204345; ENSG00000291922
CD99	2	ENSG00000002586	MANE Select canonical	ENSG00000002586; ENSG00000292348
CDC42EP5	4	ENSG00000167617	MANE Select canonical	ENSG00000167617; ENSG00000273622; ENSG00000273633; ENSG00000278444
CDH4	2	ENSG00000179242	MANE Select canonical	ENSG00000179242; ENSG00000280641
CDHR5	2	ENSG00000099834	MANE Select canonical	ENSG00000099834; ENSG00000273572
CDIP1	2	ENSG00000089486	MANE Select canonical	ENSG00000089486; ENSG00000274336
CDK7	2	ENSG00000134058	MANE Select canonical	ENSG00000134058; ENSG00000277273
CDKN1C	2	ENSG00000129757	MANE Select canonical	ENSG00000129757; ENSG00000273707
CDSN	6	ENSG00000204539	MANE Select canonical	ENSG00000137197; ENSG00000204539; ENSG00000206460; ENSG00000237114; ENSG00000237123; ENSG00000237165
CEACAM21	2	ENSG00000007129	MANE Select canonical	ENSG00000007129; ENSG00000278565
CEACAM4	2	ENSG00000105352	MANE Select canonical	ENSG00000105352; ENSG00000274131
CEACAM7	2	ENSG00000007306	MANE Select canonical	ENSG00000007306; ENSG00000280501
CENATAC	2	ENSG00000186166	MANE Select canonical	ENSG00000186166; ENSG00000280975
CENPN	2	ENSG00000166451	MANE Select canonical	ENSG00000166451; ENSG00000291964
CENPP	2	ENSG00000188312	MANE Select canonical	ENSG00000188312; ENSG00000291348
CEP170	2	ENSG00000143702	MANE Select canonical	ENSG00000143702; ENSG00000276725
CEP20	2	ENSG00000133393	MANE Select canonical	ENSG00000133393; ENSG00000276914
CEP72	2	ENSG00000112877	MANE Select canonical	ENSG00000112877; ENSG00000280688
CES1	2	ENSG00000198848	MANE Select canonical	ENSG00000198848; ENSG00000262243
CES5A	2	ENSG00000159398	MANE Select canonical	ENSG00000159398; ENSG00000261972
CETN2	2	ENSG00000147400	MANE Select canonical	ENSG00000147400; ENSG00000292191
CFB	7	ENSG00000243649	MANE Select canonical	ENSG00000204359; ENSG00000239754; ENSG00000241253; ENSG00000241534; ENSG00000242335; ENSG00000243570; ENSG00000243649
CFD	2	ENSG00000197766	MANE Select canonical	ENSG00000197766; ENSG00000274619
CFHR2	2	ENSG00000080910	MANE Select canonical	ENSG00000080910; ENSG00000292003
CFHR5	2	ENSG00000134389	MANE Select canonical	ENSG00000134389; ENSG00000292002
CHCHD10	2	ENSG00000250479	MANE Select canonical	ENSG00000250479; ENSG00000273607
CHGA	2	ENSG00000100604	MANE Select canonical	ENSG00000100604; ENSG00000276781
CHMP4A	2	ENSG00000254505	MANE Select canonical	ENSG00000254505; ENSG00000285302
CHORDC1	2	ENSG00000110172	MANE Select canonical	ENSG00000110172; ENSG00000285023
CHRFAM7A	2	ENSG00000166664	MANE Select canonical	ENSG00000166664; ENSG00000275917
CHRNA7	3	ENSG00000175344	MANE Select canonical	ENSG00000175344; ENSG00000274542; ENSG00000282088
CHRNB1	2	ENSG00000170175	MANE Select canonical	ENSG00000170175; ENSG00000283946
CIDEB	2	ENSG00000136305	MANE Select canonical	ENSG00000136305; ENSG00000285199
CISD3	2	ENSG00000277972	MANE Select canonical	ENSG00000274768; ENSG00000277972
CLDN23	2	ENSG00000253958	MANE Select canonical	ENSG00000253958; ENSG00000285098
CLDN7	2	ENSG00000181885	MANE Select canonical	ENSG00000181885; ENSG00000288292
CLIC1	7	ENSG00000213719	MANE Select canonical	ENSG00000206394; ENSG00000213719; ENSG00000223639; ENSG00000226248; ENSG00000226417; ENSG00000226651; ENSG00000230685
CLK2	2	ENSG00000176444	MANE Select canonical	ENSG00000176444; ENSG00000261893
CLN3	2	ENSG00000188603	MANE Select canonical	ENSG00000188603; ENSG00000261832
CLN8	2	ENSG00000182372	MANE Select canonical	ENSG00000182372; ENSG00000278220
CLPTM1L	2	ENSG00000049656	MANE Select canonical	ENSG00000049656; ENSG00000274811
CLSTN3	2	ENSG00000139182	MANE Select canonical	ENSG00000139182; ENSG00000288427
CMC2	2	ENSG00000103121	MANE Select canonical	ENSG00000103121; ENSG00000291948
CMKLR2	2	ENSG00000183671	MANE Select canonical	ENSG00000183671; ENSG00000283448
CMTR2	2	ENSG00000180917	MANE Select canonical	ENSG00000180917; ENSG00000292378
CNOT10	2	ENSG00000182973	MANE Select canonical	ENSG00000182973; ENSG00000291502
CNOT3	10	ENSG00000088038	MANE Select canonical	ENSG00000088038; ENSG00000273943; ENSG00000274176; ENSG00000274616; ENSG00000274941; ENSG00000275979; ENSG00000276082; ENSG00000277114; ENSG00000277600; ENSG00000277615
CNTNAP2	2	ENSG00000174469	MANE Select canonical	ENSG00000174469; ENSG00000278728
CNTNAP3C	2	ENSG00000283378	gnomAD-recognized or lowest Ensembl ID	ENSG00000283378; ENSG00000291365
COG5	2	ENSG00000164597	MANE Select canonical	ENSG00000164597; ENSG00000284369
COL11A2	7	ENSG00000204248	MANE Select canonical	ENSG00000204248; ENSG00000206290; ENSG00000223699; ENSG00000227801; ENSG00000230930; ENSG00000232541; ENSG00000235708
COL18A1	2	ENSG00000182871	MANE Select canonical	ENSG00000182871; ENSG00000292234
COL3A1	2	ENSG00000168542	MANE Select canonical	ENSG00000168542; ENSG00000291748
CORO7	2	ENSG00000262246	MANE Select canonical	ENSG00000262246; ENSG00000282725
CORO7-PAM16	2	ENSG00000103426	gnomAD-recognized or lowest Ensembl ID	ENSG00000103426; ENSG00000278760
COX5B	2	ENSG00000135940	MANE Select canonical	ENSG00000135940; ENSG00000291596
COX8C	2	ENSG00000187581	MANE Select canonical	ENSG00000187581; ENSG00000277018
CPEB1	2	ENSG00000214575	MANE Select canonical	ENSG00000214575; ENSG00000277445
CPLANE2	2	ENSG00000132881	MANE Select canonical	ENSG00000132881; ENSG00000291382
CPNE6	2	ENSG00000100884	MANE Select canonical	ENSG00000100884; ENSG00000285221
CPSF1	2	ENSG00000071894	MANE Select canonical	ENSG00000071894; ENSG00000285049
CRHR1	3	ENSG00000120088	MANE Select canonical	ENSG00000120088; ENSG00000276191; ENSG00000278232
CRIM1	2	ENSG00000150938	MANE Select canonical	ENSG00000150938; ENSG00000277354
CRLF2	2	ENSG00000205755	MANE Select canonical	ENSG00000205755; ENSG00000292363
CRYGC	2	ENSG00000163254	MANE Select canonical	ENSG00000163254; ENSG00000285011
CRYGD	2	ENSG00000118231	MANE Select canonical	ENSG00000118231; ENSG00000285434
CSAG1	2	ENSG00000198930	MANE Select canonical	ENSG00000198930; ENSG00000292188
CSF2RA	2	ENSG00000198223	MANE Select canonical	ENSG00000198223; ENSG00000292357
CSNK2B	7	ENSG00000204435	MANE Select canonical	ENSG00000204435; ENSG00000206406; ENSG00000224398; ENSG00000224774; ENSG00000228875; ENSG00000230700; ENSG00000232960
CT47A1	2	ENSG00000236371	MANE Select canonical	ENSG00000236371; ENSG00000288363
CT47A2	2	ENSG00000242362	MANE Select canonical	ENSG00000242362; ENSG00000292268
CT47A3	2	ENSG00000236126	MANE Select canonical	ENSG00000236126; ENSG00000292267
CT47A4	2	ENSG00000230594	MANE Select canonical	ENSG00000230594; ENSG00000288477
CT47A5	2	ENSG00000237957	MANE Select canonical	ENSG00000237957; ENSG00000292266
CT47A6	2	ENSG00000226023	MANE Select canonical	ENSG00000226023; ENSG00000288273
CT47B1	2	ENSG00000236446	MANE Select canonical	ENSG00000236446; ENSG00000288466
CTAGE1	2	ENSG00000212710	MANE Select canonical	ENSG00000212710; ENSG00000282841
CTAGE15	2	ENSG00000271079	MANE Select canonical	ENSG00000271079; ENSG00000285172
CTAGE4	2	ENSG00000288784	MANE Select canonical	ENSG00000288370; ENSG00000288784
CTAGE6	2	ENSG00000271321	MANE Select canonical	ENSG00000271321; ENSG00000285123
CTAGE8	2	ENSG00000289604	MANE Select canonical	ENSG00000288181; ENSG00000289604
CTDP1	2	ENSG00000060069	MANE Select canonical	ENSG00000060069; ENSG00000282752
CTIF	2	ENSG00000134030	MANE Select canonical	ENSG00000134030; ENSG00000282825
CTRB1	2	ENSG00000168925	MANE Select canonical	ENSG00000168925; ENSG00000285346
CTRB2	2	ENSG00000168928	MANE Select canonical	ENSG00000168928; ENSG00000284810
CTSB	2	ENSG00000164733	MANE Select canonical	ENSG00000164733; ENSG00000285132
CTSO	2	ENSG00000256043	MANE Select canonical	ENSG00000256043; ENSG00000263238
CTTN	2	ENSG00000085733	MANE Select canonical	ENSG00000085733; ENSG00000288401
CUTA	2	ENSG00000112514	MANE Select canonical	ENSG00000112514; ENSG00000226492
CWC25	2	ENSG00000273559	MANE Select canonical	ENSG00000273559; ENSG00000276761
CYFIP1	3	ENSG00000273749	MANE Select canonical	ENSG00000273749; ENSG00000280618; ENSG00000288461
CYP11A1	2	ENSG00000140459	MANE Select canonical	ENSG00000140459; ENSG00000288362
CYP21A2	6	ENSG00000231852	MANE Select canonical	ENSG00000198457; ENSG00000206338; ENSG00000231852; ENSG00000232414; ENSG00000233151; ENSG00000235134
CYP2D6	6	ENSG00000100197	MANE Select canonical	ENSG00000100197; ENSG00000272532; ENSG00000275211; ENSG00000280905; ENSG00000282966; ENSG00000283284
DAXX	6	ENSG00000204209	MANE Select canonical	ENSG00000204209; ENSG00000206206; ENSG00000206279; ENSG00000227046; ENSG00000229396; ENSG00000231617
DCAF11	2	ENSG00000100897	MANE Select canonical	ENSG00000100897; ENSG00000284796
DCAF15	2	ENSG00000132017	MANE Select canonical	ENSG00000132017; ENSG00000288453
DCHS2	2	ENSG00000197410	MANE Select canonical	ENSG00000197410; ENSG00000284227
DCP1B	2	ENSG00000151065	MANE Select canonical	ENSG00000151065; ENSG00000284850
DDAH2	7	ENSG00000213722	MANE Select canonical	ENSG00000206395; ENSG00000213722; ENSG00000225635; ENSG00000226634; ENSG00000227317; ENSG00000228128; ENSG00000233076
DDR1	7	ENSG00000204580	MANE Select canonical	ENSG00000137332; ENSG00000204580; ENSG00000215522; ENSG00000223680; ENSG00000229767; ENSG00000230456; ENSG00000234078
DDT	2	ENSG00000099977	MANE Select canonical	ENSG00000099977; ENSG00000275003
DDTL	2	ENSG00000099974	MANE Select canonical	ENSG00000099974; ENSG00000275758
DDX24	2	ENSG00000089737	MANE Select canonical	ENSG00000089737; ENSG00000273761
DDX39B	8	ENSG00000198563	MANE Select canonical	ENSG00000198563; ENSG00000215425; ENSG00000225073; ENSG00000225859; ENSG00000229496; ENSG00000230624; ENSG00000235439; ENSG00000237889
DDX51	2	ENSG00000185163	MANE Select canonical	ENSG00000185163; ENSG00000288503
DDX52	2	ENSG00000278053	MANE Select canonical	ENSG00000277594; ENSG00000278053
DEAF1	2	ENSG00000177030	MANE Select canonical	ENSG00000177030; ENSG00000282712
DECR2	2	ENSG00000242612	MANE Select canonical	ENSG00000242612; ENSG00000274296
DEFA1	2	ENSG00000206047	MANE Select canonical	ENSG00000206047; ENSG00000284983
