gene_id,gene_symbol,animal_model_score,composite_score,quality_flag
ENSG00000011083,SLC6A7,0.0,0.49829987832514494,sufficient_evidence
ENSG00000011105,TSPAN9,0.0,0.4102733566827004,sufficient_evidence
ENSG00000011114,BTBD7,0.06345398356623842,0.4211161442009101,sufficient_evidence
ENSG00000011132,APBA3,0.0,0.3735897390270014,sufficient_evidence
ENSG00000011143,MKS1,0.2578372775561974,0.5711323804234001,sufficient_evidence
ENSG00000011198,ABHD5,0.0,0.39250128774213144,sufficient_evidence
ENSG00000011201,ANOS1,0.0999400241168255,0.49702897725386386,sufficient_evidence
ENSG00000011243,AKAP8L,0.0,0.5735961048076008,sufficient_evidence
ENSG00000011258,MBTD1,0.0,0.4183014107372922,sufficient_evidence
ENSG00000011260,UTP18,0.0,0.5184238616446304,sufficient_evidence
ENSG00000011275,RNF216,0.04759048767467881,0.40943708605272516,sufficient_evidence
ENSG00000011295,TTC19,0.0,0.4279560656721121,sufficient_evidence
ENSG00000011304,PTBP1,0.0,0.5852039598679247,sufficient_evidence
ENSG00000011332,DPF1,0.0,0.5314311041634253,sufficient_evidence
ENSG00000011347,SYT7,0.0,0.6514090849201815,sufficient_evidence
ENSG00000011376,LARS2,0.0,0.46600226323399674,sufficient_evidence
ENSG00000011405,PIK3C2A,0.04759048767467881,0.544398613310663,sufficient_evidence
ENSG00000011422,PLAUR,0.0,0.45362783314379823,sufficient_evidence
ENSG00000011426,ANLN,0.2870457940701799,0.5767700515102298,sufficient_evidence
ENSG00000011451,WIZ,0.22208894248183444,0.5082329189751362,sufficient_evidence
ENSG00000011454,RABGAP1,0.311741242905473,0.6077994269149433,sufficient_evidence
ENSG00000011465,DCN,0.06345398356623842,0.5123984184962825,sufficient_evidence
ENSG00000011478,QPCTL,0.0,0.3848101056233733,sufficient_evidence
ENSG00000011485,PPP5C,0.0,0.5303093961721669,sufficient_evidence
ENSG00000011523,CEP68,0.0,0.5079035157998358,sufficient_evidence
ENSG00000011566,MAP4K3,0.0,0.46378349152725196,sufficient_evidence
ENSG00000011590,ZBTB32,0.0,0.4825926958944952,sufficient_evidence
ENSG00000011600,TYROBP,0.0,0.3593677314062579,sufficient_evidence
ENSG00000011638,LDAF1,0.06345398356623842,0.39112712215039236,sufficient_evidence
ENSG00000011677,GABRA3,0.0,0.37878309625350837,sufficient_evidence
ENSG00000012048,BRCA1,0.0,0.4999628660186589,sufficient_evidence
ENSG00000012061,ERCC1,0.1005721844738644,0.45915269759545485,sufficient_evidence
ENSG00000012124,CD22,0.0,0.5597935878189466,sufficient_evidence
ENSG00000012171,SEMA3B,0.0,0.5102923430064811,sufficient_evidence
ENSG00000012174,MBTPS2,0.0,0.40521558122542195,sufficient_evidence
ENSG00000012211,PRICKLE3,0.06345398356623842,0.43741552298430436,sufficient_evidence
ENSG00000012223,LTF,0.0,0.5264439214465957,sufficient_evidence
ENSG00000012232,EXTL3,0.39809026531109715,0.6013723756527798,sufficient_evidence
ENSG00000012504,NR1H4,0.0,0.4839202108868703,sufficient_evidence
ENSG00000012660,ELOVL5,0.22208894248183444,0.5912164813464452,sufficient_evidence
ENSG00000012779,ALOX5,0.0,0.4980881233431025,sufficient_evidence
ENSG00000012817,KDM5D,0.0,0.4433956700158007,sufficient_evidence
ENSG00000012822,CALCOCO1,0.1760013228292627,0.5169912902262256,sufficient_evidence
ENSG00000012963,UBR7,0.2578372775561974,0.4570171850505541,sufficient_evidence
ENSG00000012983,MAP4K5,0.0,0.4694642306873183,sufficient_evidence
ENSG00000013016,EHD3,0.09518097534935761,0.6056260853437538,sufficient_evidence
ENSG00000013275,PSMC4,0.0,0.5704473186306676,sufficient_evidence
ENSG00000013288,MAN2B2,0.0,0.4141241761776586,sufficient_evidence
ENSG00000013293,SLC7A14,0.311741242905473,0.5695987689427985,sufficient_evidence
ENSG00000013297,CLDN11,0.1005721844738644,0.5772924131804344,sufficient_evidence
ENSG00000013306,SLC25A39,0.0,0.4043959485578225,sufficient_evidence
ENSG00000013364,MVP,0.04759048767467881,0.4977018738200911,sufficient_evidence
ENSG00000013374,NUB1,0.2870457940701799,0.5044334718681449,sufficient_evidence
ENSG00000013375,PGM3,0.0,0.4785746814044168,sufficient_evidence
ENSG00000013392,RWDD2A,0.0,0.2975702761349648,sufficient_evidence
ENSG00000013441,CLK1,0.22208894248183444,0.47026522221638006,sufficient_evidence
ENSG00000013503,POLR3B,0.04759048767467881,0.4502205359223191,sufficient_evidence
ENSG00000013523,ANGEL1,0.0,0.3948509061827863,sufficient_evidence
ENSG00000013561,RNF14,0.0,0.4327415337678941,sufficient_evidence
ENSG00000013563,DNASE1L1,0.0,0.5129770433698342,sufficient_evidence
ENSG00000013573,DDX11,0.0754291383553983,0.5236764231253116,sufficient_evidence
ENSG00000013583,HEBP1,0.0,0.4347993759707242,sufficient_evidence
ENSG00000013588,GPRC5A,0.0,0.3585887105629482,sufficient_evidence
ENSG00000013619,MAMLD1,0.0,0.3108832800343362,sufficient_evidence
ENSG00000013725,CD6,0.0,0.4112473800420408,sufficient_evidence
ENSG00000013810,TACC3,0.0,0.4920358194812927,sufficient_evidence
ENSG00000014123,UFL1,0.0,0.49989833400198436,sufficient_evidence
ENSG00000014138,POLA2,0.0,0.451935470782721,sufficient_evidence
ENSG00000014164,ZC3H3,0.0,0.4701049710049559,sufficient_evidence
ENSG00000014216,CAPN1,0.0,0.5176687712199795,sufficient_evidence
ENSG00000014257,ACP3,0.0,0.39162937217208205,sufficient_evidence
ENSG00000014641,MDH1,0.0,0.7243957458470118,sufficient_evidence
ENSG00000014824,SLC30A9,0.0,0.5411548159646279,sufficient_evidence
ENSG00000014914,MTMR11,0.0,0.3902121888604372,sufficient_evidence
ENSG00000014919,COX15,0.0,0.4131947890817367,sufficient_evidence
